"drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Cephalexin_Flucytosine",Inf,NA,15,29,22,"EcoCyc.goldstandardset.txt"
"Cephalexin_Metformin",Inf,NA,6,15,10,"EcoCyc.goldstandardset.txt"
"Cephalexin_Pseudomonic acid",Inf,NA,15,22,18,"EcoCyc.goldstandardset.txt"
"Cephalexin_Triclosan",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Cephalexin_Trimethoprim",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Flucytosine_Fosfomycin",Inf,NA,15,29,22,"EcoCyc.goldstandardset.txt"
"Flucytosine_Imipenem",Inf,NA,15,29,22,"EcoCyc.goldstandardset.txt"
"Flucytosine_Meropenem",Inf,NA,15,29,22,"EcoCyc.goldstandardset.txt"
"Flucytosine_Metformin",Inf,NA,6,29,18,"EcoCyc.goldstandardset.txt"
"Flucytosine_Penicillin G",Inf,NA,15,29,22,"EcoCyc.goldstandardset.txt"
"Flucytosine_Piperacillin",Inf,NA,15,29,22,"EcoCyc.goldstandardset.txt"
"Flucytosine_Pseudomonic acid",Inf,NA,22,29,26,"EcoCyc.goldstandardset.txt"
"Fosfomycin_Metformin",Inf,NA,6,15,10,"EcoCyc.goldstandardset.txt"
"Fosfomycin_Pseudomonic acid",Inf,NA,15,22,18,"EcoCyc.goldstandardset.txt"
"Fosfomycin_Triclosan",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Fosfomycin_Trimethoprim",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Imipenem_Metformin",Inf,NA,6,15,10,"EcoCyc.goldstandardset.txt"
"Imipenem_Pseudomonic acid",Inf,NA,15,22,18,"EcoCyc.goldstandardset.txt"
"Imipenem_Triclosan",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Imipenem_Trimethoprim",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Meropenem_Metformin",Inf,NA,6,15,10,"EcoCyc.goldstandardset.txt"
"Meropenem_Pseudomonic acid",Inf,NA,15,22,18,"EcoCyc.goldstandardset.txt"
"Meropenem_Triclosan",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Meropenem_Trimethoprim",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Metformin_Penicillin G",Inf,NA,6,15,10,"EcoCyc.goldstandardset.txt"
"Metformin_Piperacillin",Inf,NA,6,15,10,"EcoCyc.goldstandardset.txt"
"Metformin_Pseudomonic acid",Inf,NA,6,22,14,"EcoCyc.goldstandardset.txt"
"Metformin_Triclosan",Inf,NA,6,14,10,"EcoCyc.goldstandardset.txt"
"Metformin_Trimethoprim",Inf,NA,6,14,10,"EcoCyc.goldstandardset.txt"
"Penicillin G_Pseudomonic acid",Inf,NA,15,22,18,"EcoCyc.goldstandardset.txt"
"Penicillin G_Triclosan",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Penicillin G_Trimethoprim",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Piperacillin_Pseudomonic acid",Inf,NA,15,22,18,"EcoCyc.goldstandardset.txt"
"Piperacillin_Triclosan",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Piperacillin_Trimethoprim",Inf,NA,14,15,14,"EcoCyc.goldstandardset.txt"
"Pseudomonic acid_Triclosan",Inf,NA,14,22,18,"EcoCyc.goldstandardset.txt"
"Pseudomonic acid_Trimethoprim",Inf,NA,14,22,18,"EcoCyc.goldstandardset.txt"
