"drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Amoxicillin_Doxycycline",3,17,17,27,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Flucytosine",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Fusidic acid",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Levofloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Moxifloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Novobiocin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Pseudomonic acid",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Sulfamonomethoxine",3,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Triclosan",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Amoxicillin_Trimethoprim",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Ciprofloxacin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Doxycycline",3,17,17,27,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Flucytosine",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Fusidic acid",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Levofloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Moxifloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Novobiocin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Pseudomonic acid",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Sulfamonomethoxine",3,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Triclosan",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Aztreonam_Trimethoprim",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Ciprofloxacin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Doxycycline",3,17,17,27,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Flucytosine",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Fusidic acid",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Levofloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Moxifloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Novobiocin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Pseudomonic acid",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Sulfamonomethoxine",3,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Triclosan",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefaclor_Trimethoprim",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Ciprofloxacin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Doxycycline",3,17,17,27,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Flucytosine",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Fusidic acid",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Levofloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Moxifloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Novobiocin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Pseudomonic acid",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Sulfamonomethoxine",3,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Triclosan",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cefotaxime_Trimethoprim",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Ciprofloxacin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Doxycycline",3,17,17,27,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Flucytosine",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Fusidic acid",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Levofloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Moxifloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Novobiocin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Pseudomonic acid",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Sulfamonomethoxine",3,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Triclosan",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Cephalexin_Trimethoprim",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Doxycycline",3,23,23,26,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Flucytosine",3,14,14,30,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Fosfomycin",3,24,24,46,35,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Fusidic acid",3,24,24,30,27,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Imipenem",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Meropenem",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Penicillin G",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Piperacillin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Pseudomonic acid",3,11,11,24,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Ciprofloxacin_Triclosan",3,22,22,26,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Levofloxacin",3,12,12,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Moxifloxacin",3,12,12,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Sulfamonomethoxine",3,12,12,17,14,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Clindamycin_Trimethoprim",3,11,11,12,12,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Flucytosine",3,14,14,30,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Imipenem",3,17,17,27,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Levofloxacin",3,24,24,27,26,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Meropenem",3,17,17,27,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Moxifloxacin",3,24,24,27,26,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Novobiocin",3,23,23,26,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Penicillin G",3,17,17,27,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Piperacillin",3,17,17,27,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Doxycycline_Triclosan",3,23,23,26,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Imipenem",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Levofloxacin",3,15,15,31,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Meropenem",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Metformin",3,11,12,27,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Moxifloxacin",3,15,15,31,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Novobiocin",3,14,14,30,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Penicillin G",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Piperacillin",3,11,12,27,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Flucytosine_Triclosan",3,14,14,30,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Fusidic acid",3,30,30,46,38,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Levofloxacin",3,26,26,46,36,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Moxifloxacin",3,26,26,46,36,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Novobiocin",3,24,24,46,35,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Pseudomonic acid",3,11,11,46,28,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Rifampicin",3,21,21,46,34,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Sulfamonomethoxine",3,17,17,46,32,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Triclosan",3,24,24,46,35,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fosfomycin_Trimethoprim",3,11,11,46,28,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Imipenem",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Levofloxacin",3,26,26,30,28,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Meropenem",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Moxifloxacin",3,26,26,30,28,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Novobiocin",3,24,24,30,27,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Penicillin G",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Piperacillin",3,19,19,30,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Pseudomonic acid",3,11,11,30,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Fusidic acid_Trimethoprim",3,11,11,30,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Levofloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Moxifloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Novobiocin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Pseudomonic acid",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Sulfamonomethoxine",3,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Triclosan",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Imipenem_Trimethoprim",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Meropenem",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Penicillin G",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Piperacillin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Pseudomonic acid",3,11,11,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Rifampicin",3,21,21,27,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Triclosan",3,23,23,27,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Levofloxacin_Trimethoprim",3,11,11,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Metformin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Moxifloxacin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Novobiocin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Pseudomonic acid",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Sulfamonomethoxine",3,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Triclosan",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Meropenem_Trimethoprim",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Metformin_Penicillin G",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Metformin_Piperacillin",3,15,15,24,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Metformin_Pseudomonic acid",3,11,11,19,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Metformin_Triclosan",3,19,19,24,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Penicillin G",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Piperacillin",3,18,18,28,23,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Pseudomonic acid",3,11,11,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Rifampicin",3,21,21,27,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Triclosan",3,23,23,27,25,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Trimethoprim",3,11,11,26,19,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Penicillin G",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Piperacillin",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Pseudomonic acid",3,11,11,24,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Triclosan",3,22,22,26,24,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Pseudomonic acid",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Sulfamonomethoxine",3,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Triclosan",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Trimethoprim",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Pseudomonic acid",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Rifampicin",3,16,16,25,20,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Sulfamonomethoxine",3,14,14,22,18,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Triclosan",3,17,17,26,22,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Trimethoprim",3,10,10,20,15,"GN.INT.EcoliNet.3568gene.23439link.txt"
