"node1","node2","Uni_N1","Uni_N2"
"eco:b0082","eco:b0084","P60390","P0AD68"
"eco:b0008","eco:b0084","P0A870","P0AD68"
"eco:b0084","eco:b0085","P0AD68","P22188"
"eco:b0082","eco:b0085","P60390","P22188"
"eco:b0083","eco:b0085","P0AEN4","P22188"
"eco:b0084","eco:b0086","P0AD68","P11880"
"eco:b0082","eco:b0086","P60390","P11880"
"eco:b0085","eco:b0086","P22188","P11880"
"eco:b0083","eco:b0086","P0AEN4","P11880"
"eco:b0084","eco:b0087","P0AD68","P0A6W3"
"eco:b0086","eco:b0087","P11880","P0A6W3"
"eco:b0085","eco:b0087","P22188","P0A6W3"
"eco:b0082","eco:b0087","P60390","P0A6W3"
"eco:b0083","eco:b0087","P0AEN4","P0A6W3"
"eco:b0084","eco:b0088","P0AD68","P14900"
"eco:b0082","eco:b0088","P60390","P14900"
"eco:b0085","eco:b0088","P22188","P14900"
"eco:b0086","eco:b0088","P11880","P14900"
"eco:b0087","eco:b0088","P0A6W3","P14900"
"eco:b0083","eco:b0088","P0AEN4","P14900"
"eco:b0083","eco:b0089","P0AEN4","P0ABG4"
"eco:b0084","eco:b0089","P0AD68","P0ABG4"
"eco:b0085","eco:b0089","P22188","P0ABG4"
"eco:b0088","eco:b0089","P14900","P0ABG4"
"eco:b0086","eco:b0089","P11880","P0ABG4"
"eco:b0087","eco:b0089","P0A6W3","P0ABG4"
"eco:b0084","eco:b0090","P0AD68","P17443"
"eco:b0087","eco:b0090","P0A6W3","P17443"
"eco:b0083","eco:b0090","P0AEN4","P17443"
"eco:b0086","eco:b0090","P11880","P17443"
"eco:b0089","eco:b0090","P0ABG4","P17443"
"eco:b0088","eco:b0090","P14900","P17443"
"eco:b0085","eco:b0090","P22188","P17443"
"eco:b0087","eco:b0091","P0A6W3","P17952"
"eco:b0084","eco:b0091","P0AD68","P17952"
"eco:b0088","eco:b0091","P14900","P17952"
"eco:b0086","eco:b0091","P11880","P17952"
"eco:b0089","eco:b0091","P0ABG4","P17952"
"eco:b0085","eco:b0091","P22188","P17952"
"eco:b0090","eco:b0091","P17443","P17952"
"eco:b0083","eco:b0091","P0AEN4","P17952"
"eco:b0019","eco:b0091","P13738","P17952"
"eco:b0033","eco:b0091","P00968","P17952"
"eco:b0091","eco:b0092","P17952","P07862"
"eco:b0090","eco:b0092","P17443","P07862"
"eco:b0086","eco:b0092","P11880","P07862"
"eco:b0083","eco:b0092","P0AEN4","P07862"
"eco:b0089","eco:b0092","P0ABG4","P07862"
"eco:b0084","eco:b0093","P0AD68","P06136"
"eco:b0081","eco:b0093","P22186","P06136"
"eco:b0092","eco:b0093","P07862","P06136"
"eco:b0086","eco:b0093","P11880","P06136"
"eco:b0090","eco:b0093","P17443","P06136"
"eco:b0083","eco:b0093","P0AEN4","P06136"
"eco:b0091","eco:b0093","P17952","P06136"
"eco:b0088","eco:b0093","P14900","P06136"
"eco:b0082","eco:b0093","P60390","P06136"
"eco:b0085","eco:b0093","P22188","P06136"
"eco:b0089","eco:b0093","P0ABG4","P06136"
"eco:b0087","eco:b0093","P0A6W3","P06136"
"eco:b0093","eco:b0094","P06136","P0ABH0"
"eco:b0089","eco:b0094","P0ABG4","P0ABH0"
"eco:b0092","eco:b0094","P07862","P0ABH0"
"eco:b0091","eco:b0094","P17952","P0ABH0"
"eco:b0090","eco:b0094","P17443","P0ABH0"
"eco:b0088","eco:b0094","P14900","P0ABH0"
"eco:b0083","eco:b0094","P0AEN4","P0ABH0"
"eco:b0090","eco:b0095","P17443","P0A9A6"
"eco:b0094","eco:b0095","P0ABH0","P0A9A6"
"eco:b0093","eco:b0095","P06136","P0A9A6"
"eco:b0087","eco:b0095","P0A6W3","P0A9A6"
"eco:b0091","eco:b0095","P17952","P0A9A6"
"eco:b0083","eco:b0095","P0AEN4","P0A9A6"
"eco:b0092","eco:b0095","P07862","P0A9A6"
"eco:b0094","eco:b0096","P0ABH0","P0A725"
"eco:b0093","eco:b0096","P06136","P0A725"
"eco:b0083","eco:b0096","P0AEN4","P0A725"
"eco:b0095","eco:b0096","P0A9A6","P0A725"
"eco:b0092","eco:b0096","P07862","P0A725"
"eco:b0032","eco:b0096","P0A6F1","P0A725"
"eco:b0092","eco:b0097","P07862","P62395"
"eco:b0090","eco:b0097","P17443","P62395"
"eco:b0084","eco:b0097","P0AD68","P62395"
"eco:b0089","eco:b0097","P0ABG4","P62395"
"eco:b0093","eco:b0097","P06136","P62395"
"eco:b0087","eco:b0097","P0A6W3","P62395"
"eco:b0088","eco:b0097","P14900","P62395"
"eco:b0083","eco:b0097","P0AEN4","P62395"
"eco:b0085","eco:b0097","P22188","P62395"
"eco:b0086","eco:b0097","P11880","P62395"
"eco:b0091","eco:b0097","P17952","P62395"
"eco:b0096","eco:b0097","P0A725","P62395"
"eco:b0082","eco:b0097","P60390","P62395"
"eco:b0094","eco:b0097","P0ABH0","P62395"
"eco:b0095","eco:b0097","P0A9A6","P62395"
"eco:b0081","eco:b0097","P22186","P62395"
"eco:b0093","eco:b0098","P06136","P10408"
"eco:b0097","eco:b0098","P62395","P10408"
"eco:b0083","eco:b0098","P0AEN4","P10408"
"eco:b0096","eco:b0098","P0A725","P10408"
"eco:b0081","eco:b0099","P22186","P08337"
"eco:b0097","eco:b0099","P62395","P08337"
"eco:b0098","eco:b0099","P10408","P08337"
"eco:b0083","eco:b0099","P0AEN4","P08337"
"eco:b0093","eco:b0099","P06136","P08337"
"eco:b0096","eco:b0101","P0A725","P0A8H8"
"eco:b0091","eco:b0101","P17952","P0A8H8"
"eco:b0092","eco:b0101","P07862","P0A8H8"
"eco:b0085","eco:b0101","P22188","P0A8H8"
"eco:b0088","eco:b0101","P14900","P0A8H8"
"eco:b0084","eco:b0101","P0AD68","P0A8H8"
"eco:b0087","eco:b0101","P0A6W3","P0A8H8"
"eco:b0097","eco:b0101","P62395","P0A8H8"
"eco:b0082","eco:b0101","P60390","P0A8H8"
"eco:b0086","eco:b0101","P11880","P0A8H8"
"eco:b0093","eco:b0101","P06136","P0A8H8"
"eco:b0095","eco:b0101","P0A9A6","P0A8H8"
"eco:b0099","eco:b0101","P08337","P0A8H8"
"eco:b0090","eco:b0101","P17443","P0A8H8"
"eco:b0083","eco:b0101","P0AEN4","P0A8H8"
"eco:b0094","eco:b0101","P0ABH0","P0A8H8"
"eco:b0098","eco:b0101","P10408","P0A8H8"
"eco:b0081","eco:b0101","P22186","P0A8H8"
"eco:b0089","eco:b0101","P0ABG4","P0A8H8"
"eco:b0084","eco:b0102","P0AD68","P36680"
"eco:b0089","eco:b0102","P0ABG4","P36680"
"eco:b0096","eco:b0102","P0A725","P36680"
"eco:b0090","eco:b0102","P17443","P36680"
"eco:b0086","eco:b0102","P11880","P36680"
"eco:b0091","eco:b0102","P17952","P36680"
"eco:b0098","eco:b0102","P10408","P36680"
"eco:b0083","eco:b0102","P0AEN4","P36680"
"eco:b0101","eco:b0102","P0A8H8","P36680"
"eco:b0082","eco:b0102","P60390","P36680"
"eco:b0093","eco:b0102","P06136","P36680"
"eco:b0088","eco:b0102","P14900","P36680"
"eco:b0094","eco:b0102","P0ABH0","P36680"
"eco:b0097","eco:b0102","P62395","P36680"
"eco:b0092","eco:b0102","P07862","P36680"
"eco:b0081","eco:b0102","P22186","P36680"
"eco:b0099","eco:b0102","P08337","P36680"
"eco:b0095","eco:b0102","P0A9A6","P36680"
"eco:b0087","eco:b0102","P0A6W3","P36680"
"eco:b0085","eco:b0102","P22188","P36680"
"eco:b0093","eco:b0103","P06136","P0A6I9"
"eco:b0102","eco:b0103","P36680","P0A6I9"
"eco:b0101","eco:b0103","P0A8H8","P0A6I9"
"eco:b0083","eco:b0103","P0AEN4","P0A6I9"
"eco:b0097","eco:b0103","P62395","P0A6I9"
"eco:b0091","eco:b0104","P17952","P60560"
"eco:b0103","eco:b0104","P0A6I9","P60560"
"eco:b0101","eco:b0106","P0A8H8","P36646"
"eco:b0097","eco:b0106","P62395","P36646"
"eco:b0103","eco:b0106","P0A6I9","P36646"
"eco:b0093","eco:b0106","P06136","P36646"
"eco:b0099","eco:b0106","P08337","P36646"
"eco:b0104","eco:b0106","P60560","P36646"
"eco:b0102","eco:b0106","P36680","P36646"
"eco:b0106","eco:b0107","P36646","P36645"
"eco:b0102","eco:b0107","P36680","P36645"
"eco:b0093","eco:b0107","P06136","P36645"
"eco:b0097","eco:b0107","P62395","P36645"
"eco:b0101","eco:b0107","P0A8H8","P36645"
"eco:b0083","eco:b0107","P0AEN4","P36645"
"eco:b0096","eco:b0108","P0A725","P36647"
"eco:b0104","eco:b0108","P60560","P36647"
"eco:b0101","eco:b0108","P0A8H8","P36647"
"eco:b0093","eco:b0108","P06136","P36647"
"eco:b0095","eco:b0108","P0A9A6","P36647"
"eco:b0091","eco:b0108","P17952","P36647"
"eco:b0107","eco:b0108","P36645","P36647"
"eco:b0098","eco:b0108","P10408","P36647"
"eco:b0094","eco:b0108","P0ABH0","P36647"
"eco:b0097","eco:b0108","P62395","P36647"
"eco:b0106","eco:b0108","P36646","P36647"
"eco:b0103","eco:b0108","P0A6I9","P36647"
"eco:b0102","eco:b0108","P36680","P36647"
"eco:b0099","eco:b0108","P08337","P36647"
"eco:b0107","eco:b0109","P36645","P30011"
"eco:b0093","eco:b0109","P06136","P30011"
"eco:b0097","eco:b0109","P62395","P30011"
"eco:b0108","eco:b0109","P36647","P30011"
"eco:b0102","eco:b0109","P36680","P30011"
"eco:b0073","eco:b0109","P30125","P30011"
"eco:b0101","eco:b0109","P0A8H8","P30011"
"eco:b0015","eco:b0109","P08622","P30011"
"eco:b0108","eco:b0110","P36647","P13016"
"eco:b0081","eco:b0110","P22186","P13016"
"eco:b0102","eco:b0110","P36680","P13016"
"eco:b0101","eco:b0110","P0A8H8","P13016"
"eco:b0093","eco:b0110","P06136","P13016"
"eco:b0049","eco:b0110","P05637","P13016"
"eco:b0106","eco:b0110","P36646","P13016"
"eco:b0109","eco:b0111","P30011","P0AE14"
"eco:b0093","eco:b0111","P06136","P0AE14"
"eco:b0098","eco:b0111","P10408","P0AE14"
"eco:b0096","eco:b0111","P0A725","P0AE14"
"eco:b0099","eco:b0111","P08337","P0AE14"
"eco:b0104","eco:b0111","P60560","P0AE14"
"eco:b0110","eco:b0111","P13016","P0AE14"
"eco:b0106","eco:b0111","P36646","P0AE14"
"eco:b0107","eco:b0111","P36645","P0AE14"
"eco:b0101","eco:b0111","P0A8H8","P0AE14"
"eco:b0089","eco:b0111","P0ABG4","P0AE14"
"eco:b0095","eco:b0111","P0A9A6","P0AE14"
"eco:b0102","eco:b0111","P36680","P0AE14"
"eco:b0094","eco:b0111","P0ABH0","P0AE14"
"eco:b0090","eco:b0111","P17443","P0AE14"
"eco:b0108","eco:b0111","P36647","P0AE14"
"eco:b0088","eco:b0111","P14900","P0AE14"
"eco:b0103","eco:b0111","P0A6I9","P0AE14"
"eco:b0091","eco:b0111","P17952","P0AE14"
"eco:b0108","eco:b0112","P36647","P15993"
"eco:b0039","eco:b0112","P60584","P15993"
"eco:b0111","eco:b0112","P0AE14","P15993"
"eco:b0111","eco:b0113","P0AE14","P0ACL9"
"eco:b0110","eco:b0113","P13016","P0ACL9"
"eco:b0101","eco:b0113","P0A8H8","P0ACL9"
"eco:b0112","eco:b0113","P15993","P0ACL9"
"eco:b0108","eco:b0113","P36647","P0ACL9"
"eco:b0102","eco:b0113","P36680","P0ACL9"
"eco:b0102","eco:b0114","P36680","P0AFG8"
"eco:b0110","eco:b0114","P13016","P0AFG8"
"eco:b0113","eco:b0114","P0ACL9","P0AFG8"
"eco:b0111","eco:b0114","P0AE14","P0AFG8"
"eco:b0101","eco:b0114","P0A8H8","P0AFG8"
"eco:b0108","eco:b0114","P36647","P0AFG8"
"eco:b0111","eco:b0115","P0AE14","P06959"
"eco:b0114","eco:b0115","P0AFG8","P06959"
"eco:b0101","eco:b0115","P0A8H8","P06959"
"eco:b0108","eco:b0115","P36647","P06959"
"eco:b0111","eco:b0116","P0AE14","P0A9P0"
"eco:b0115","eco:b0116","P06959","P0A9P0"
"eco:b0114","eco:b0116","P0AFG8","P0A9P0"
"eco:b0101","eco:b0116","P0A8H8","P0A9P0"
"eco:b0108","eco:b0116","P36647","P0A9P0"
"eco:b0116","eco:b0117","P0A9P0","P36682"
"eco:b0111","eco:b0118","P0AE14","P36683"
"eco:b0113","eco:b0118","P0ACL9","P36683"
"eco:b0101","eco:b0118","P0A8H8","P36683"
"eco:b0108","eco:b0118","P36647","P36683"
"eco:b0114","eco:b0118","P0AFG8","P36683"
"eco:b0116","eco:b0119","P0A9P0","P0A8E5"
"eco:b0114","eco:b0119","P0AFG8","P0A8E5"
"eco:b0115","eco:b0119","P06959","P0A8E5"
"eco:b0113","eco:b0119","P0ACL9","P0A8E5"
"eco:b0118","eco:b0119","P36683","P0A8E5"
"eco:b0119","eco:b0120","P0A8E5","P0A7F6"
"eco:b0009","eco:b0121","P0AF03","P09158"
"eco:b0119","eco:b0121","P0A8E5","P09158"
"eco:b0120","eco:b0121","P0A7F6","P09158"
"eco:b0118","eco:b0122","P36683","P0AA95"
"eco:b0119","eco:b0122","P0A8E5","P0AA95"
"eco:b0120","eco:b0122","P0A7F6","P0AA95"
"eco:b0121","eco:b0122","P09158","P0AA95"
"eco:b0122","eco:b0123","P0AA95","P36649"
"eco:b0121","eco:b0123","P09158","P36649"
"eco:b0120","eco:b0123","P0A7F6","P36649"
"eco:b0123","eco:b0124","P36649","P15877"
"eco:b0051","eco:b0125","P06992","P0A9M2"
"eco:b0122","eco:b0125","P0AA95","P0A9M2"
"eco:b0122","eco:b0126","P0AA95","P61517"
"eco:b0125","eco:b0126","P0A9M2","P61517"
"eco:b0122","eco:b0127","P0AA95","P36879"
"eco:b0126","eco:b0127","P61517","P36879"
"eco:b0125","eco:b0128","P0A9M2","P0AFN6"
"eco:b0127","eco:b0128","P36879","P0AFN6"
"eco:b0126","eco:b0128","P61517","P0AFN6"
"eco:b0122","eco:b0128","P0AA95","P0AFN6"
"eco:b0128","eco:b0129","P0AFN6","P36881"
"eco:b0128","eco:b0130","P0AFN6","P31666"
"eco:b0129","eco:b0130","P36881","P31666"
"eco:b0122","eco:b0131","P0AA95","P0A790"
"eco:b0126","eco:b0131","P61517","P0A790"
"eco:b0128","eco:b0131","P0AFN6","P0A790"
"eco:b0130","eco:b0131","P31666","P0A790"
"eco:b0122","eco:b0133","P0AA95","P31663"
"eco:b0128","eco:b0133","P0AFN6","P31663"
"eco:b0131","eco:b0133","P0A790","P31663"
"eco:b0133","eco:b0134","P31663","P31057"
"eco:b0131","eco:b0134","P0A790","P31057"
"eco:b0122","eco:b0134","P0AA95","P31057"
"eco:b0139","eco:b0140","P33129","P33128"
"eco:b0134","eco:b0142","P31057","P26281"
"eco:b0133","eco:b0142","P31663","P26281"
"eco:b0122","eco:b0142","P0AA95","P26281"
"eco:b0031","eco:b0143","P04036","P0ABF1"
"eco:b0142","eco:b0143","P26281","P0ABF1"
"eco:b0122","eco:b0143","P0AA95","P0ABF1"
"eco:b0134","eco:b0143","P31057","P0ABF1"
"eco:b0133","eco:b0143","P31663","P0ABF1"
"eco:b0089","eco:b0144","P0ABG4","P27305"
"eco:b0143","eco:b0144","P0ABF1","P27305"
"eco:b0122","eco:b0145","P0AA95","P0ABS1"
"eco:b0143","eco:b0145","P0ABF1","P0ABS1"
"eco:b0131","eco:b0145","P0A790","P0ABS1"
"eco:b0144","eco:b0145","P27305","P0ABS1"
"eco:b0128","eco:b0146","P0AFN6","P0A823"
"eco:b0143","eco:b0146","P0ABF1","P0A823"
"eco:b0144","eco:b0146","P27305","P0A823"
"eco:b0145","eco:b0146","P0ABS1","P0A823"
"eco:b0122","eco:b0146","P0AA95","P0A823"
"eco:b0146","eco:b0147","P0A823","P37025"
"eco:b0142","eco:b0147","P26281","P37025"
"eco:b0145","eco:b0147","P0ABS1","P37025"
"eco:b0134","eco:b0147","P31057","P37025"
"eco:b0143","eco:b0147","P0ABF1","P37025"
"eco:b0144","eco:b0147","P27305","P37025"
"eco:b0147","eco:b0148","P37025","P37024"
"eco:b0146","eco:b0148","P0A823","P37024"
"eco:b0048","eco:b0148","P0ABQ4","P37024"
"eco:b0148","eco:b0149","P37024","P02919"
"eco:b0147","eco:b0149","P37025","P02919"
"eco:b0122","eco:b0149","P0AA95","P02919"
"eco:b0150","eco:b0151","P06971","P07821"
"eco:b0151","eco:b0152","P07821","P07822"
"eco:b0150","eco:b0152","P06971","P07822"
"eco:b0147","eco:b0152","P37025","P07822"
"eco:b0151","eco:b0153","P07821","P06972"
"eco:b0150","eco:b0153","P06971","P06972"
"eco:b0152","eco:b0153","P07822","P06972"
"eco:b0153","eco:b0154","P06972","P23893"
"eco:b0154","eco:b0155","P23893","P37019"
"eco:b0155","eco:b0156","P37019","P0ACC3"
"eco:b0146","eco:b0156","P0A823","P0ACC3"
"eco:b0155","eco:b0157","P37019","P0AFP0"
"eco:b0156","eco:b0157","P0ACC3","P0AFP0"
"eco:b0157","eco:b0158","P0AFP0","P37028"
"eco:b0156","eco:b0158","P0ACC3","P37028"
"eco:b0155","eco:b0159","P37019","P0AF12"
"eco:b0158","eco:b0159","P37028","P0AF12"
"eco:b0156","eco:b0159","P0ACC3","P0AF12"
"eco:b0157","eco:b0159","P0AFP0","P0AF12"
"eco:b0158","eco:b0160","P37028","P15723"
"eco:b0159","eco:b0160","P0AF12","P15723"
"eco:b0160","eco:b0161","P15723","P0C0V0"
"eco:b0149","eco:b0161","P02919","P0C0V0"
"eco:b0047","eco:b0161","P03819","P0C0V0"
"eco:b0112","eco:b0161","P15993","P0C0V0"
"eco:b0161","eco:b0162","P0C0V0","P37047"
"eco:b0161","eco:b0163","P0C0V0","P62768"
"eco:b0163","eco:b0166","P62768","P0A9D8"
"eco:b0149","eco:b0167","P02919","P27249"
"eco:b0163","eco:b0167","P62768","P27249"
"eco:b0166","eco:b0167","P0A9D8","P27249"
"eco:b0167","eco:b0168","P27249","P0AE18"
"eco:b0156","eco:b0168","P0ACC3","P0AE18"
"eco:b0146","eco:b0168","P0A823","P0AE18"
"eco:b0163","eco:b0168","P62768","P0AE18"
"eco:b0134","eco:b0168","P31057","P0AE18"
"eco:b0163","eco:b0169","P62768","P0A7V0"
"eco:b0167","eco:b0169","P27249","P0A7V0"
"eco:b0168","eco:b0169","P0AE18","P0A7V0"
"eco:b0167","eco:b0170","P27249","P0A6P1"
"eco:b0168","eco:b0170","P0AE18","P0A6P1"
"eco:b0163","eco:b0170","P62768","P0A6P1"
"eco:b0169","eco:b0170","P0A7V0","P0A6P1"
"eco:b0168","eco:b0171","P0AE18","P0A7E9"
"eco:b0170","eco:b0171","P0A6P1","P0A7E9"
"eco:b0163","eco:b0171","P62768","P0A7E9"
"eco:b0169","eco:b0171","P0A7V0","P0A7E9"
"eco:b0163","eco:b0172","P62768","P0A805"
"eco:b0169","eco:b0172","P0A7V0","P0A805"
"eco:b0170","eco:b0172","P0A6P1","P0A805"
"eco:b0171","eco:b0172","P0A7E9","P0A805"
"eco:b0163","eco:b0173","P62768","P45568"
"eco:b0169","eco:b0173","P0A7V0","P45568"
"eco:b0170","eco:b0173","P0A6P1","P45568"
"eco:b0171","eco:b0173","P0A7E9","P45568"
"eco:b0172","eco:b0173","P0A805","P45568"
"eco:b0171","eco:b0174","P0A7E9","P60472"
"eco:b0163","eco:b0174","P62768","P60472"
"eco:b0170","eco:b0174","P0A6P1","P60472"
"eco:b0173","eco:b0174","P45568","P60472"
"eco:b0169","eco:b0174","P0A7V0","P60472"
"eco:b0172","eco:b0174","P0A805","P60472"
"eco:b0173","eco:b0175","P45568","P0ABG1"
"eco:b0171","eco:b0175","P0A7E9","P0ABG1"
"eco:b0174","eco:b0175","P60472","P0ABG1"
"eco:b0163","eco:b0175","P62768","P0ABG1"
"eco:b0172","eco:b0175","P0A805","P0ABG1"
"eco:b0171","eco:b0176","P0A7E9","P0AEH1"
"eco:b0172","eco:b0176","P0A805","P0AEH1"
"eco:b0163","eco:b0176","P62768","P0AEH1"
"eco:b0173","eco:b0176","P45568","P0AEH1"
"eco:b0175","eco:b0176","P0ABG1","P0AEH1"
