"drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Amoxicillin_Ciprofloxacin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Amoxicillin_Levofloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Amoxicillin_Moxifloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Amoxicillin_Novobiocin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Amoxicillin_Paraquat",2,31,32,46,39,"GO-BP.goldstandardset.txt"
"Amoxicillin_Trimethoprim",2,21,21,46,33,"GO-BP.goldstandardset.txt"
"Aztreonam_Ciprofloxacin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Aztreonam_Levofloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Aztreonam_Moxifloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Aztreonam_Novobiocin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Aztreonam_Paraquat",2,31,32,46,39,"GO-BP.goldstandardset.txt"
"Aztreonam_Trimethoprim",2,21,21,46,33,"GO-BP.goldstandardset.txt"
"Cefaclor_Ciprofloxacin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Cefaclor_Levofloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Cefaclor_Moxifloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Cefaclor_Novobiocin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Cefaclor_Paraquat",2,31,32,46,39,"GO-BP.goldstandardset.txt"
"Cefaclor_Trimethoprim",2,21,21,46,33,"GO-BP.goldstandardset.txt"
"Cefotaxime_Ciprofloxacin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Cefotaxime_Levofloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Cefotaxime_Moxifloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Cefotaxime_Novobiocin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Cefotaxime_Paraquat",2,31,32,46,39,"GO-BP.goldstandardset.txt"
"Cefotaxime_Trimethoprim",2,21,21,46,33,"GO-BP.goldstandardset.txt"
"Cephalexin_Ciprofloxacin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Cephalexin_Levofloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Cephalexin_Moxifloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Cephalexin_Novobiocin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Cephalexin_Paraquat",2,31,32,46,39,"GO-BP.goldstandardset.txt"
"Cephalexin_Trimethoprim",2,21,21,46,33,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Fosfomycin",2,19,19,20,20,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Imipenem",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Meropenem",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Paraquat",2,20,20,32,26,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Penicillin G",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Piperacillin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Triclosan",2,7,13,20,16,"GO-BP.goldstandardset.txt"
"Fosfomycin_Novobiocin",2,19,19,20,20,"GO-BP.goldstandardset.txt"
"Fosfomycin_Paraquat",2,19,19,32,26,"GO-BP.goldstandardset.txt"
"Fosfomycin_Trimethoprim",2,19,19,21,20,"GO-BP.goldstandardset.txt"
"Imipenem_Levofloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Imipenem_Moxifloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Imipenem_Novobiocin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Imipenem_Paraquat",2,31,32,46,39,"GO-BP.goldstandardset.txt"
"Imipenem_Trimethoprim",2,21,21,46,33,"GO-BP.goldstandardset.txt"
"Levofloxacin_Meropenem",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Levofloxacin_Paraquat",2,13,13,32,22,"GO-BP.goldstandardset.txt"
"Levofloxacin_Penicillin G",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Levofloxacin_Piperacillin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Levofloxacin_Trimethoprim",2,13,13,21,17,"GO-BP.goldstandardset.txt"
"Meropenem_Moxifloxacin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Meropenem_Novobiocin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Meropenem_Paraquat",2,31,32,46,39,"GO-BP.goldstandardset.txt"
"Meropenem_Trimethoprim",2,21,21,46,33,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Paraquat",2,13,13,32,22,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Penicillin G",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Piperacillin",2,13,13,46,29,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Trimethoprim",2,13,13,21,17,"GO-BP.goldstandardset.txt"
"Novobiocin_Paraquat",2,20,20,32,26,"GO-BP.goldstandardset.txt"
"Novobiocin_Penicillin G",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Novobiocin_Piperacillin",2,20,20,46,33,"GO-BP.goldstandardset.txt"
"Novobiocin_Triclosan",2,7,13,20,16,"GO-BP.goldstandardset.txt"
"Paraquat_Penicillin G",2,31,32,46,39,"GO-BP.goldstandardset.txt"
"Paraquat_Piperacillin",2,31,32,46,39,"GO-BP.goldstandardset.txt"
"Paraquat_Trimethoprim",2,21,21,32,26,"GO-BP.goldstandardset.txt"
"Penicillin G_Trimethoprim",2,21,21,46,33,"GO-BP.goldstandardset.txt"
"Piperacillin_Trimethoprim",2,21,21,46,33,"GO-BP.goldstandardset.txt"
"Triclosan_Trimethoprim",2,7,13,21,17,"GO-BP.goldstandardset.txt"
"Amoxicillin_Triclosan",3,7,13,46,29,"GO-BP.goldstandardset.txt"
"Aztreonam_Triclosan",3,7,13,46,29,"GO-BP.goldstandardset.txt"
"Cefaclor_Triclosan",3,7,13,46,29,"GO-BP.goldstandardset.txt"
"Cefotaxime_Triclosan",3,7,13,46,29,"GO-BP.goldstandardset.txt"
"Cephalexin_Triclosan",3,7,13,46,29,"GO-BP.goldstandardset.txt"
"Doxycycline_Paraquat",3,9,13,32,22,"GO-BP.goldstandardset.txt"
"Fosfomycin_Levofloxacin",3,12,12,20,16,"GO-BP.goldstandardset.txt"
"Fosfomycin_Moxifloxacin",3,12,12,20,16,"GO-BP.goldstandardset.txt"
"Fosfomycin_Triclosan",3,7,13,19,16,"GO-BP.goldstandardset.txt"
"Imipenem_Triclosan",3,7,13,46,29,"GO-BP.goldstandardset.txt"
"Levofloxacin_Triclosan",3,6,10,16,13,"GO-BP.goldstandardset.txt"
"Meropenem_Triclosan",3,7,13,46,29,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Triclosan",3,6,10,16,13,"GO-BP.goldstandardset.txt"
"Paraquat_Triclosan",3,7,13,32,22,"GO-BP.goldstandardset.txt"
"Penicillin G_Triclosan",3,7,13,46,29,"GO-BP.goldstandardset.txt"
"Piperacillin_Triclosan",3,7,13,46,29,"GO-BP.goldstandardset.txt"
"Amoxicillin_Doxycycline",4,9,13,46,29,"GO-BP.goldstandardset.txt"
"Aztreonam_Doxycycline",4,9,13,46,29,"GO-BP.goldstandardset.txt"
"Cefaclor_Doxycycline",4,9,13,46,29,"GO-BP.goldstandardset.txt"
"Cefotaxime_Doxycycline",4,9,13,46,29,"GO-BP.goldstandardset.txt"
"Cephalexin_Doxycycline",4,9,13,46,29,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Doxycycline",4,9,13,20,16,"GO-BP.goldstandardset.txt"
"Doxycycline_Fosfomycin",4,9,13,19,16,"GO-BP.goldstandardset.txt"
"Doxycycline_Imipenem",4,9,13,46,29,"GO-BP.goldstandardset.txt"
"Doxycycline_Levofloxacin",4,8,10,16,13,"GO-BP.goldstandardset.txt"
"Doxycycline_Meropenem",4,9,13,46,29,"GO-BP.goldstandardset.txt"
"Doxycycline_Moxifloxacin",4,8,10,16,13,"GO-BP.goldstandardset.txt"
"Doxycycline_Novobiocin",4,9,13,20,16,"GO-BP.goldstandardset.txt"
"Doxycycline_Penicillin G",4,9,13,46,29,"GO-BP.goldstandardset.txt"
"Doxycycline_Piperacillin",4,9,13,46,29,"GO-BP.goldstandardset.txt"
"Doxycycline_Trimethoprim",4,9,13,21,17,"GO-BP.goldstandardset.txt"
"Doxycycline_Triclosan",5,7,13,13,13,"GO-BP.goldstandardset.txt"
