"drug_pair","network","clusters","sigma.rate","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree"
"Amoxicillin_Cephalexin","LC.INT.EcoliNet.764gene.1073link.txt","7",5.2561115902358,2,NA,3,6,5
"Amoxicillin_Cephalexin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","7",5.2561115902358,4,NA,2,2,2
"Amoxicillin_Ciprofloxacin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","2",27.5495261973856,2,27,27,63,45
"Amoxicillin_Ciprofloxacin","EcoliNet.v1.benchmark.txt","2",27.5495261973856,2,20,20,50,35
"Amoxicillin_Ciprofloxacin","EcoliNet.v1.txt","2",27.5495261973856,2,50,50,74,62
"Amoxicillin_Ciprofloxacin","GN.INT.EcoliNet.3568gene.23439link.txt","2",27.5495261973856,3,16,16,26,21
"Amoxicillin_Ciprofloxacin","GO-BP.goldstandardset.txt","2",27.5495261973856,2,20,20,46,33
"Amoxicillin_Ciprofloxacin","HT.INT.EcoliNet.3209gene.15543link.txt","2",27.5495261973856,3,15,15,42,29
"Amoxicillin_Ciprofloxacin","LC.INT.EcoliNet.764gene.1073link.txt","2",27.5495261973856,6,2,3,8,6
"Amoxicillin_Ciprofloxacin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","2",27.5495261973856,5,2,2,8,5
"Amoxicillin_Clindamycin","CC.EcoliNet.v1.2296gene.50528link.txt","8",14.1060091754375,2,93,93,146,120
"Amoxicillin_Clindamycin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","8",14.1060091754375,3,35,35,135,85
"Amoxicillin_Clindamycin","EcoliNet.v1.txt","8",14.1060091754375,2,66,66,148,107
"Amoxicillin_Clindamycin","GN.INT.EcoliNet.3568gene.23439link.txt","8",14.1060091754375,3,11,11,19,15
"Amoxicillin_Clindamycin","HT.INT.EcoliNet.3209gene.15543link.txt","8",14.1060091754375,2,21,21,81,51
"Amoxicillin_Clindamycin","LC.INT.EcoliNet.764gene.1073link.txt","8",14.1060091754375,4,2,2,5,3
"Amoxicillin_Clindamycin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","8",14.1060091754375,4,2,2,18,10
"Amoxicillin_Doxycycline","CC.EcoliNet.v1.2296gene.50528link.txt","2",27.5495261973856,2,111,111,254,183
"Amoxicillin_Doxycycline","CX.INT.EcoliNet.v1.4039gene.67494link.txt","2",27.5495261973856,3,35,35,151,93
"Amoxicillin_Doxycycline","DC.EcoliNet.2283gene.9643link.txt","2",27.5495261973856,Inf,NA,2,2,2
"Amoxicillin_Doxycycline","EcoliNet.v1.benchmark.txt","2",27.5495261973856,4,12,13,50,32
"Amoxicillin_Doxycycline","EcoliNet.v1.txt","2",27.5495261973856,2,66,66,270,168
"Amoxicillin_Doxycycline","GN.INT.EcoliNet.3568gene.23439link.txt","2",27.5495261973856,3,16,16,26,21
"Amoxicillin_Doxycycline","GO-BP.goldstandardset.txt","2",27.5495261973856,4,9,13,46,29
"Amoxicillin_Doxycycline","HT.INT.EcoliNet.3209gene.15543link.txt","2",27.5495261973856,2,21,21,140,81
"Amoxicillin_Doxycycline","LC.INT.EcoliNet.764gene.1073link.txt","2",27.5495261973856,4,1,2,5,3
"Amoxicillin_Fosfomycin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,23,23,56,39
"Amoxicillin_Fosfomycin","EcoCyc.goldstandardset.txt","13",57.2922091096811,1,15,15,15,15
"Amoxicillin_Fosfomycin","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,27,27,50,39
"Amoxicillin_Fosfomycin","EcoliNet.v1.txt","13",57.2922091096811,2,56,56,77,67
"Amoxicillin_Fosfomycin","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,3,18,18,46,32
"Amoxicillin_Fosfomycin","GO-BP.goldstandardset.txt","13",57.2922091096811,1,19,19,46,32
"Amoxicillin_Fosfomycin","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,8,8,24,16
"Amoxicillin_Imipenem","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Amoxicillin_Imipenem","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Amoxicillin_Imipenem","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Amoxicillin_Imipenem","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Amoxicillin_Imipenem","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Amoxicillin_Imipenem","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Amoxicillin_Imipenem","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Amoxicillin_Imipenem","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Amoxicillin_Imipenem","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Amoxicillin_Imipenem","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Amoxicillin_Imipenem","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Amoxicillin_Levofloxacin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","2",27.5495261973856,3,17,17,50,33
"Amoxicillin_Levofloxacin","EcoliNet.v1.benchmark.txt","2",27.5495261973856,2,13,13,50,32
"Amoxicillin_Levofloxacin","EcoliNet.v1.txt","2",27.5495261973856,2,47,47,71,59
"Amoxicillin_Levofloxacin","GN.INT.EcoliNet.3568gene.23439link.txt","2",27.5495261973856,3,17,17,28,22
"Amoxicillin_Levofloxacin","GO-BP.goldstandardset.txt","2",27.5495261973856,2,13,13,46,29
"Amoxicillin_Levofloxacin","HT.INT.EcoliNet.3209gene.15543link.txt","2",27.5495261973856,3,13,13,37,25
"Amoxicillin_Levofloxacin","LC.INT.EcoliNet.764gene.1073link.txt","2",27.5495261973856,5,2,2,6,4
"Amoxicillin_Levofloxacin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","2",27.5495261973856,5,2,2,8,5
"Amoxicillin_Meropenem","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Amoxicillin_Meropenem","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Amoxicillin_Meropenem","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Amoxicillin_Meropenem","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Amoxicillin_Meropenem","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Amoxicillin_Meropenem","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Amoxicillin_Meropenem","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Amoxicillin_Meropenem","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Amoxicillin_Meropenem","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Amoxicillin_Meropenem","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Amoxicillin_Meropenem","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Amoxicillin_Metformin","CC.EcoliNet.v1.2296gene.50528link.txt","2",27.5495261973856,2,104,104,176,140
"Amoxicillin_Metformin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","2",27.5495261973856,3,26,26,95,61
"Amoxicillin_Metformin","DC.EcoliNet.2283gene.9643link.txt","2",27.5495261973856,Inf,NA,2,4,3
"Amoxicillin_Metformin","EcoCyc.goldstandardset.txt","2",27.5495261973856,Inf,NA,6,15,10
"Amoxicillin_Metformin","EcoliNet.v1.benchmark.txt","2",27.5495261973856,Inf,NA,6,50,28
"Amoxicillin_Metformin","EcoliNet.v1.txt","2",27.5495261973856,3,55,55,117,86
"Amoxicillin_Metformin","GN.INT.EcoliNet.3568gene.23439link.txt","2",27.5495261973856,4,9,9,20,15
"Amoxicillin_Metformin","HT.INT.EcoliNet.3209gene.15543link.txt","2",27.5495261973856,4,8,8,31,20
"Amoxicillin_Metformin","LC.INT.EcoliNet.764gene.1073link.txt","2",27.5495261973856,6,1,1,5,3
"Amoxicillin_Metformin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","2",27.5495261973856,5,2,2,9,5
"Amoxicillin_Moxifloxacin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","2",27.5495261973856,3,17,17,50,33
"Amoxicillin_Moxifloxacin","EcoliNet.v1.benchmark.txt","2",27.5495261973856,2,13,13,50,32
"Amoxicillin_Moxifloxacin","EcoliNet.v1.txt","2",27.5495261973856,2,47,47,71,59
"Amoxicillin_Moxifloxacin","GN.INT.EcoliNet.3568gene.23439link.txt","2",27.5495261973856,3,17,17,28,22
"Amoxicillin_Moxifloxacin","GO-BP.goldstandardset.txt","2",27.5495261973856,2,13,13,46,29
"Amoxicillin_Moxifloxacin","HT.INT.EcoliNet.3209gene.15543link.txt","2",27.5495261973856,3,13,13,37,25
"Amoxicillin_Moxifloxacin","LC.INT.EcoliNet.764gene.1073link.txt","2",27.5495261973856,5,2,2,6,4
"Amoxicillin_Moxifloxacin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","2",27.5495261973856,5,2,2,8,5
"Amoxicillin_Novobiocin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","10",14.8089165294978,2,27,27,63,45
"Amoxicillin_Novobiocin","EcoliNet.v1.benchmark.txt","10",14.8089165294978,2,20,20,50,35
"Amoxicillin_Novobiocin","EcoliNet.v1.txt","10",14.8089165294978,2,50,50,74,62
"Amoxicillin_Novobiocin","GN.INT.EcoliNet.3568gene.23439link.txt","10",14.8089165294978,3,16,16,26,21
"Amoxicillin_Novobiocin","GO-BP.goldstandardset.txt","10",14.8089165294978,2,20,20,46,33
"Amoxicillin_Novobiocin","HT.INT.EcoliNet.3209gene.15543link.txt","10",14.8089165294978,3,15,15,42,29
"Amoxicillin_Novobiocin","LC.INT.EcoliNet.764gene.1073link.txt","10",14.8089165294978,6,2,3,8,6
"Amoxicillin_Novobiocin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","10",14.8089165294978,5,2,2,8,5
"Amoxicillin_Paraquat","CC.EcoliNet.v1.2296gene.50528link.txt","3",12.4986996306864,3,22,22,111,67
"Amoxicillin_Paraquat","CX.INT.EcoliNet.v1.4039gene.67494link.txt","3",12.4986996306864,3,9,9,38,24
"Amoxicillin_Paraquat","DC.EcoliNet.2283gene.9643link.txt","3",12.4986996306864,Inf,NA,2,2,2
"Amoxicillin_Paraquat","EcoliNet.v1.benchmark.txt","3",12.4986996306864,2,31,32,51,41
"Amoxicillin_Paraquat","EcoliNet.v1.txt","3",12.4986996306864,3,28,28,66,47
"Amoxicillin_Paraquat","GN.INT.EcoliNet.3568gene.23439link.txt","3",12.4986996306864,3,13,13,22,18
"Amoxicillin_Paraquat","GO-BP.goldstandardset.txt","3",12.4986996306864,2,31,32,46,39
"Amoxicillin_Penicillin G","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Amoxicillin_Penicillin G","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Amoxicillin_Penicillin G","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Amoxicillin_Penicillin G","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Amoxicillin_Penicillin G","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Amoxicillin_Penicillin G","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Amoxicillin_Penicillin G","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Amoxicillin_Penicillin G","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Amoxicillin_Penicillin G","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Amoxicillin_Penicillin G","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Amoxicillin_Penicillin G","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Amoxicillin_Piperacillin","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Amoxicillin_Piperacillin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Amoxicillin_Piperacillin","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Amoxicillin_Piperacillin","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Amoxicillin_Piperacillin","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Amoxicillin_Piperacillin","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Amoxicillin_Piperacillin","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Amoxicillin_Piperacillin","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Amoxicillin_Piperacillin","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Amoxicillin_Piperacillin","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Amoxicillin_Piperacillin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Amoxicillin_Rifampicin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","2",27.5495261973856,3,30,30,77,54
"Amoxicillin_Rifampicin","EcoliNet.v1.txt","2",27.5495261973856,2,61,61,97,79
"Amoxicillin_Rifampicin","GN.INT.EcoliNet.3568gene.23439link.txt","2",27.5495261973856,3,15,15,24,20
"Amoxicillin_Rifampicin","HT.INT.EcoliNet.3209gene.15543link.txt","2",27.5495261973856,3,21,21,100,60
"Amoxicillin_Rifampicin","LC.INT.EcoliNet.764gene.1073link.txt","2",27.5495261973856,4,2,3,6,5
"Amoxicillin_Triclosan","CC.EcoliNet.v1.2296gene.50528link.txt","5",23.959017741096,3,12,12,111,62
"Amoxicillin_Triclosan","CX.INT.EcoliNet.v1.4039gene.67494link.txt","5",23.959017741096,3,28,28,63,45
"Amoxicillin_Triclosan","DC.EcoliNet.2283gene.9643link.txt","5",23.959017741096,Inf,NA,2,16,9
"Amoxicillin_Triclosan","EcoCyc.goldstandardset.txt","5",23.959017741096,Inf,NA,14,15,14
"Amoxicillin_Triclosan","EcoliNet.v1.benchmark.txt","5",23.959017741096,3,17,17,50,34
"Amoxicillin_Triclosan","EcoliNet.v1.txt","5",23.959017741096,2,59,59,85,72
"Amoxicillin_Triclosan","GN.INT.EcoliNet.3568gene.23439link.txt","5",23.959017741096,3,16,16,26,21
"Amoxicillin_Triclosan","GO-BP.goldstandardset.txt","5",23.959017741096,3,7,13,46,29
"Amoxicillin_Triclosan","HT.INT.EcoliNet.3209gene.15543link.txt","5",23.959017741096,3,8,8,24,16
"Amoxicillin_Triclosan","LC.INT.EcoliNet.764gene.1073link.txt","5",23.959017741096,4,1,1,5,3
"Amoxicillin_Triclosan","PG.INT.EcoliNet.v1.1817gene.17504link.txt","5",23.959017741096,4,2,2,13,8
"Amoxicillin_Trimethoprim","CC.EcoliNet.v1.2296gene.50528link.txt","8",14.1060091754375,2,94,95,149,122
"Amoxicillin_Trimethoprim","CX.INT.EcoliNet.v1.4039gene.67494link.txt","8",14.1060091754375,3,7,7,36,22
"Amoxicillin_Trimethoprim","EcoCyc.goldstandardset.txt","8",14.1060091754375,Inf,NA,14,15,14
"Amoxicillin_Trimethoprim","EcoliNet.v1.benchmark.txt","8",14.1060091754375,2,31,32,51,41
"Amoxicillin_Trimethoprim","EcoliNet.v1.txt","8",14.1060091754375,2,57,57,80,69
"Amoxicillin_Trimethoprim","GN.INT.EcoliNet.3568gene.23439link.txt","8",14.1060091754375,3,10,10,19,15
"Amoxicillin_Trimethoprim","GO-BP.goldstandardset.txt","8",14.1060091754375,2,21,21,46,33
"Amoxicillin_Trimethoprim","HT.INT.EcoliNet.3209gene.15543link.txt","8",14.1060091754375,4,7,8,22,15
"Amoxicillin_Trimethoprim","PG.INT.EcoliNet.v1.1817gene.17504link.txt","8",14.1060091754375,5,2,2,7,4
"Aztreonam_Imipenem","CC.EcoliNet.v1.2296gene.50528link.txt","2",27.5495261973856,1,NA,83,139,111
"Aztreonam_Imipenem","CX.INT.EcoliNet.v1.4039gene.67494link.txt","2",27.5495261973856,2,NA,19,50,35
"Aztreonam_Imipenem","DC.EcoliNet.2283gene.9643link.txt","2",27.5495261973856,Inf,NA,2,2,2
"Aztreonam_Imipenem","EcoCyc.goldstandardset.txt","2",27.5495261973856,0,NA,15,15,15
"Aztreonam_Imipenem","EcoliNet.v1.benchmark.txt","2",27.5495261973856,1,NA,43,58,50
"Aztreonam_Imipenem","EcoliNet.v1.txt","2",27.5495261973856,1,NA,54,78,66
"Aztreonam_Imipenem","GN.INT.EcoliNet.3568gene.23439link.txt","2",27.5495261973856,2,NA,14,22,18
"Aztreonam_Imipenem","GO-BP.goldstandardset.txt","2",27.5495261973856,1,NA,39,53,46
"Aztreonam_Imipenem","HT.INT.EcoliNet.3209gene.15543link.txt","2",27.5495261973856,3,NA,11,31,21
"Aztreonam_Imipenem","LC.INT.EcoliNet.764gene.1073link.txt","2",27.5495261973856,2,NA,3,6,5
"Aztreonam_Imipenem","PG.INT.EcoliNet.v1.1817gene.17504link.txt","2",27.5495261973856,4,NA,2,2,2
"Aztreonam_Meropenem","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Aztreonam_Meropenem","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Aztreonam_Meropenem","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Aztreonam_Meropenem","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Aztreonam_Meropenem","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Aztreonam_Meropenem","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Aztreonam_Meropenem","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Aztreonam_Meropenem","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Aztreonam_Meropenem","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Aztreonam_Meropenem","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Aztreonam_Meropenem","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Aztreonam_Metformin","CC.EcoliNet.v1.2296gene.50528link.txt","1",4.40862020891292,2,104,104,176,140
"Aztreonam_Metformin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","1",4.40862020891292,3,26,26,95,61
"Aztreonam_Metformin","DC.EcoliNet.2283gene.9643link.txt","1",4.40862020891292,Inf,NA,2,4,3
"Aztreonam_Metformin","EcoCyc.goldstandardset.txt","1",4.40862020891292,Inf,NA,6,15,10
"Aztreonam_Metformin","EcoliNet.v1.benchmark.txt","1",4.40862020891292,Inf,NA,6,50,28
"Aztreonam_Metformin","EcoliNet.v1.txt","1",4.40862020891292,3,55,55,117,86
"Aztreonam_Metformin","GN.INT.EcoliNet.3568gene.23439link.txt","1",4.40862020891292,4,9,9,20,15
"Aztreonam_Metformin","HT.INT.EcoliNet.3209gene.15543link.txt","1",4.40862020891292,4,8,8,31,20
"Aztreonam_Metformin","LC.INT.EcoliNet.764gene.1073link.txt","1",4.40862020891292,6,1,1,5,3
"Aztreonam_Metformin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","1",4.40862020891292,5,2,2,9,5
"Aztreonam_Moxifloxacin","CX.INT.EcoliNet.v1.4039gene.67494link.txt","2",27.5495261973856,3,17,17,50,33
"Aztreonam_Moxifloxacin","EcoliNet.v1.benchmark.txt","2",27.5495261973856,2,13,13,50,32
"Aztreonam_Moxifloxacin","EcoliNet.v1.txt","2",27.5495261973856,2,47,47,71,59
"Aztreonam_Moxifloxacin","GN.INT.EcoliNet.3568gene.23439link.txt","2",27.5495261973856,3,17,17,28,22
"Aztreonam_Moxifloxacin","GO-BP.goldstandardset.txt","2",27.5495261973856,2,13,13,46,29
"Aztreonam_Moxifloxacin","HT.INT.EcoliNet.3209gene.15543link.txt","2",27.5495261973856,3,13,13,37,25
"Aztreonam_Moxifloxacin","LC.INT.EcoliNet.764gene.1073link.txt","2",27.5495261973856,5,2,2,6,4
"Aztreonam_Moxifloxacin","PG.INT.EcoliNet.v1.1817gene.17504link.txt","2",27.5495261973856,5,2,2,8,5
"Aztreonam_Penicillin G","CC.EcoliNet.v1.2296gene.50528link.txt","13",57.2922091096811,1,NA,83,139,111
"Aztreonam_Penicillin G","CX.INT.EcoliNet.v1.4039gene.67494link.txt","13",57.2922091096811,2,NA,19,50,35
"Aztreonam_Penicillin G","DC.EcoliNet.2283gene.9643link.txt","13",57.2922091096811,Inf,NA,2,2,2
"Aztreonam_Penicillin G","EcoCyc.goldstandardset.txt","13",57.2922091096811,0,NA,15,15,15
"Aztreonam_Penicillin G","EcoliNet.v1.benchmark.txt","13",57.2922091096811,1,NA,43,58,50
"Aztreonam_Penicillin G","EcoliNet.v1.txt","13",57.2922091096811,1,NA,54,78,66
"Aztreonam_Penicillin G","GN.INT.EcoliNet.3568gene.23439link.txt","13",57.2922091096811,2,NA,14,22,18
"Aztreonam_Penicillin G","GO-BP.goldstandardset.txt","13",57.2922091096811,1,NA,39,53,46
"Aztreonam_Penicillin G","HT.INT.EcoliNet.3209gene.15543link.txt","13",57.2922091096811,3,NA,11,31,21
"Aztreonam_Penicillin G","LC.INT.EcoliNet.764gene.1073link.txt","13",57.2922091096811,2,NA,3,6,5
"Aztreonam_Penicillin G","PG.INT.EcoliNet.v1.1817gene.17504link.txt","13",57.2922091096811,4,NA,2,2,2
"Aztreonam_Triclosan","CC.EcoliNet.v1.2296gene.50528link.txt","11",10.0492531778526,3,12,12,111,62
