"drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Doxycycline_Meropenem",2,21,21,140,81,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Moxifloxacin",2,29,30,140,85,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Novobiocin",2,36,36,140,88,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Penicillin G",2,21,21,140,81,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Piperacillin",2,21,21,140,81,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Pseudomonic acid",2,11,12,140,76,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Levofloxacin",2,10,11,30,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Moxifloxacin",2,10,11,30,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Novobiocin",2,10,11,36,24,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Rifampicin",2,10,11,100,55,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Rifampicin",2,11,11,100,55,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Triclosan",2,11,11,11,11,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Pseudomonic acid",2,11,12,30,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Rifampicin",2,29,30,100,64,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Pseudomonic acid",2,11,12,30,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Rifampicin",2,29,30,100,64,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Pseudomonic acid",2,11,12,36,24,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Rifampicin",2,36,36,100,68,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Rifampicin",2,11,12,100,56,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Aztreonam",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Cefaclor",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Cefotaxime",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Cephalexin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Ciprofloxacin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Flucytosine",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Fosfomycin",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Imipenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Levofloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Meropenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Moxifloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Novobiocin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Penicillin G",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Piperacillin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Pseudomonic acid",3,8,9,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Rifampicin",3,21,21,100,60,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Triclosan",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Cefaclor",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Cefotaxime",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Cephalexin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Ciprofloxacin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Flucytosine",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Fosfomycin",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Imipenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Levofloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Meropenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Moxifloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Novobiocin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Penicillin G",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Piperacillin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Pseudomonic acid",3,8,9,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Rifampicin",3,21,21,100,60,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Triclosan",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Cefotaxime",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Cephalexin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Ciprofloxacin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Flucytosine",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Fosfomycin",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Imipenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Levofloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Meropenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Moxifloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Novobiocin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Penicillin G",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Piperacillin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Pseudomonic acid",3,8,9,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Rifampicin",3,21,21,100,60,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Triclosan",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Cephalexin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Ciprofloxacin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Flucytosine",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Fosfomycin",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Imipenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Levofloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Meropenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Moxifloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Novobiocin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Penicillin G",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Piperacillin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Pseudomonic acid",3,8,9,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Rifampicin",3,21,21,100,60,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Triclosan",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Ciprofloxacin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Flucytosine",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Fosfomycin",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Imipenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Levofloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Meropenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Moxifloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Novobiocin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Penicillin G",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Piperacillin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Pseudomonic acid",3,8,9,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Rifampicin",3,21,21,100,60,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Triclosan",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Fosfomycin",3,11,11,36,24,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Imipenem",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Meropenem",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Metformin",3,18,18,37,28,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Penicillin G",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Piperacillin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Triclosan",3,11,11,36,24,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Clindamycin_Fosfomycin",3,11,11,81,46,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Clindamycin_Metformin",3,18,18,81,50,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Clindamycin_Triclosan",3,11,11,81,46,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Metformin",3,18,18,140,79,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Triclosan",3,11,11,140,76,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Trimethoprim",3,8,9,140,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Fosfomycin",3,8,8,14,11,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Imipenem",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Meropenem",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Penicillin G",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Piperacillin",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Imipenem",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Levofloxacin",3,11,11,30,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Meropenem",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Moxifloxacin",3,11,11,30,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Novobiocin",3,11,11,36,24,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Penicillin G",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Piperacillin",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Pseudomonic acid",3,11,11,12,12,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Trimethoprim",3,8,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Levofloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Meropenem",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Moxifloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Novobiocin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Penicillin G",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Piperacillin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Pseudomonic acid",3,8,9,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Rifampicin",3,21,21,100,60,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Triclosan",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Meropenem",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Metformin",3,15,15,33,24,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Penicillin G",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Piperacillin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Triclosan",3,11,11,30,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Moxifloxacin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Novobiocin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Penicillin G",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Piperacillin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Pseudomonic acid",3,8,9,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Rifampicin",3,21,21,100,60,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Triclosan",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Moxifloxacin",3,15,15,33,24,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Novobiocin",3,18,18,37,28,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Pseudomonic acid",3,6,7,23,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Rifampicin",3,18,18,100,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Penicillin G",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Piperacillin",3,13,13,37,25,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Triclosan",3,11,11,30,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Penicillin G",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Piperacillin",3,15,15,42,29,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Triclosan",3,11,11,36,24,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Piperacillin",3,8,11,31,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Pseudomonic acid",3,8,9,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Rifampicin",3,21,21,100,60,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Triclosan",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Pseudomonic acid",3,8,9,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Rifampicin",3,21,21,100,60,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Triclosan",3,8,8,24,16,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Rifampicin_Triclosan",3,11,11,100,55,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Rifampicin_Trimethoprim",3,8,9,100,54,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Triclosan_Trimethoprim",3,8,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Metformin",4,8,8,31,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Trimethoprim",4,7,8,22,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Metformin",4,8,8,31,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Trimethoprim",4,7,8,22,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Metformin",4,8,8,31,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Trimethoprim",4,7,8,22,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Metformin",4,8,8,31,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Trimethoprim",4,7,8,22,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Metformin",4,8,8,31,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Trimethoprim",4,7,8,22,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Trimethoprim",4,8,9,36,22,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Metformin",4,6,6,22,14,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Pseudomonic acid",4,8,9,14,12,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Triclosan",4,8,8,14,11,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Trimethoprim",4,7,8,12,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Metformin",4,6,6,22,14,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Metformin",4,8,8,31,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Trimethoprim",4,7,8,22,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Trimethoprim",4,8,9,30,19,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Metformin",4,8,8,31,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Trimethoprim",4,7,8,22,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Penicillin G",4,8,8,31,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Piperacillin",4,8,8,31,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Triclosan",4,6,6,22,14,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Trimethoprim",4,5,6,22,14,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Trimethoprim",4,8,9,30,19,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Trimethoprim",4,8,9,36,22,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Trimethoprim",4,7,8,22,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Trimethoprim",4,7,8,22,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Triclosan",4,11,11,12,12,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Trimethoprim",4,8,9,12,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
