"drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Mecillinam_Piperacillin",2,6,6,17,11,"MODEL1108160000_edgelist.txt"
"Pseudomonic acid_Sulfamonomethoxine",2,4,4,6,5,"MODEL1108160000_edgelist.txt"
"Triclosan_Trimethoprim",2,5,5,130,68,"MODEL1108160000_edgelist.txt"
"Amoxicillin_Triclosan",3,17,17,130,73,"MODEL1108160000_edgelist.txt"
"Amoxicillin_Trimethoprim",3,5,5,17,11,"MODEL1108160000_edgelist.txt"
"Aztreonam_Triclosan",3,17,17,130,73,"MODEL1108160000_edgelist.txt"
"Aztreonam_Trimethoprim",3,5,5,17,11,"MODEL1108160000_edgelist.txt"
"Cefaclor_Triclosan",3,17,17,130,73,"MODEL1108160000_edgelist.txt"
"Cefaclor_Trimethoprim",3,5,5,17,11,"MODEL1108160000_edgelist.txt"
"Cefotaxime_Triclosan",3,17,17,130,73,"MODEL1108160000_edgelist.txt"
"Cefotaxime_Trimethoprim",3,5,5,17,11,"MODEL1108160000_edgelist.txt"
"Cephalexin_Triclosan",3,17,17,130,73,"MODEL1108160000_edgelist.txt"
"Cephalexin_Trimethoprim",3,5,5,17,11,"MODEL1108160000_edgelist.txt"
"Imipenem_Triclosan",3,17,17,130,73,"MODEL1108160000_edgelist.txt"
"Imipenem_Trimethoprim",3,5,5,17,11,"MODEL1108160000_edgelist.txt"
"Meropenem_Triclosan",3,17,17,130,73,"MODEL1108160000_edgelist.txt"
"Meropenem_Trimethoprim",3,5,5,17,11,"MODEL1108160000_edgelist.txt"
"Penicillin G_Triclosan",3,17,17,130,73,"MODEL1108160000_edgelist.txt"
"Penicillin G_Trimethoprim",3,5,5,17,11,"MODEL1108160000_edgelist.txt"
"Piperacillin_Triclosan",3,17,17,130,73,"MODEL1108160000_edgelist.txt"
"Piperacillin_Trimethoprim",3,5,5,17,11,"MODEL1108160000_edgelist.txt"
"Amoxicillin_Flucytosine",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Amoxicillin_Fosfomycin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Amoxicillin_Metformin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Amoxicillin_Pseudomonic acid",4,4,6,17,11,"MODEL1108160000_edgelist.txt"
"Aztreonam_Flucytosine",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Aztreonam_Fosfomycin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Aztreonam_Metformin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Aztreonam_Pseudomonic acid",4,4,6,17,11,"MODEL1108160000_edgelist.txt"
"Cefaclor_Flucytosine",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cefaclor_Fosfomycin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cefaclor_Metformin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cefaclor_Pseudomonic acid",4,4,6,17,11,"MODEL1108160000_edgelist.txt"
"Cefotaxime_Flucytosine",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cefotaxime_Fosfomycin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cefotaxime_Metformin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cefotaxime_Pseudomonic acid",4,4,6,17,11,"MODEL1108160000_edgelist.txt"
"Cephalexin_Flucytosine",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cephalexin_Fosfomycin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cephalexin_Metformin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cephalexin_Pseudomonic acid",4,4,6,17,11,"MODEL1108160000_edgelist.txt"
"Flucytosine_Fosfomycin",4,4,4,4,4,"MODEL1108160000_edgelist.txt"
"Flucytosine_Imipenem",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Flucytosine_Mecillinam",4,4,4,6,5,"MODEL1108160000_edgelist.txt"
"Flucytosine_Meropenem",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Flucytosine_Metformin",4,4,4,4,4,"MODEL1108160000_edgelist.txt"
"Flucytosine_Penicillin G",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Flucytosine_Piperacillin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Flucytosine_Pseudomonic acid",4,4,4,6,5,"MODEL1108160000_edgelist.txt"
"Flucytosine_Sulfamonomethoxine",4,4,4,4,4,"MODEL1108160000_edgelist.txt"
"Flucytosine_Triclosan",4,4,4,130,67,"MODEL1108160000_edgelist.txt"
"Fosfomycin_Imipenem",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Fosfomycin_Mecillinam",4,4,4,6,5,"MODEL1108160000_edgelist.txt"
"Fosfomycin_Meropenem",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Fosfomycin_Metformin",4,4,4,4,4,"MODEL1108160000_edgelist.txt"
"Fosfomycin_Penicillin G",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Fosfomycin_Piperacillin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Fosfomycin_Pseudomonic acid",4,4,4,6,5,"MODEL1108160000_edgelist.txt"
"Fosfomycin_Sulfamonomethoxine",4,4,4,4,4,"MODEL1108160000_edgelist.txt"
"Fosfomycin_Triclosan",4,4,4,130,67,"MODEL1108160000_edgelist.txt"
"Fosfomycin_Trimethoprim",4,4,4,5,4,"MODEL1108160000_edgelist.txt"
"Imipenem_Metformin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Imipenem_Pseudomonic acid",4,4,6,17,11,"MODEL1108160000_edgelist.txt"
"Mecillinam_Metformin",4,4,4,6,5,"MODEL1108160000_edgelist.txt"
"Mecillinam_Pseudomonic acid",4,4,6,6,6,"MODEL1108160000_edgelist.txt"
"Mecillinam_Triclosan",4,6,6,130,68,"MODEL1108160000_edgelist.txt"
"Mecillinam_Trimethoprim",4,5,5,6,6,"MODEL1108160000_edgelist.txt"
"Meropenem_Metformin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Meropenem_Pseudomonic acid",4,4,6,17,11,"MODEL1108160000_edgelist.txt"
"Metformin_Penicillin G",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Metformin_Piperacillin",4,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Metformin_Pseudomonic acid",4,4,4,6,5,"MODEL1108160000_edgelist.txt"
"Metformin_Sulfamonomethoxine",4,4,4,4,4,"MODEL1108160000_edgelist.txt"
"Metformin_Triclosan",4,4,4,130,67,"MODEL1108160000_edgelist.txt"
"Metformin_Trimethoprim",4,4,4,5,4,"MODEL1108160000_edgelist.txt"
"Penicillin G_Pseudomonic acid",4,4,6,17,11,"MODEL1108160000_edgelist.txt"
"Piperacillin_Pseudomonic acid",4,4,6,17,11,"MODEL1108160000_edgelist.txt"
"Pseudomonic acid_Triclosan",4,4,6,130,68,"MODEL1108160000_edgelist.txt"
"Pseudomonic acid_Trimethoprim",4,4,5,6,6,"MODEL1108160000_edgelist.txt"
"Sulfamonomethoxine_Triclosan",4,4,4,130,67,"MODEL1108160000_edgelist.txt"
"Sulfamonomethoxine_Trimethoprim",4,4,4,5,4,"MODEL1108160000_edgelist.txt"
"Amoxicillin_Sulfamonomethoxine",5,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Aztreonam_Sulfamonomethoxine",5,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cefaclor_Sulfamonomethoxine",5,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cefotaxime_Sulfamonomethoxine",5,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Cephalexin_Sulfamonomethoxine",5,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Imipenem_Sulfamonomethoxine",5,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Meropenem_Sulfamonomethoxine",5,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Penicillin G_Sulfamonomethoxine",5,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Piperacillin_Sulfamonomethoxine",5,4,4,17,10,"MODEL1108160000_edgelist.txt"
"Mecillinam_Sulfamonomethoxine",6,4,4,6,5,"MODEL1108160000_edgelist.txt"
