"drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Cefaclor_Meropenem",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Penicillin G",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Piperacillin",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Cephalexin",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Imipenem",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Meropenem",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Penicillin G",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Piperacillin",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Imipenem",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Meropenem",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Penicillin G",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Piperacillin",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Doxycycline",2,2,2,2,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Pseudomonic acid",2,1,1,2,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Rifampicin",2,2,2,4,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Meropenem",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Penicillin G",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Piperacillin",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Penicillin G",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Piperacillin",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Penicillin G_Piperacillin",2,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Pseudomonic acid_Rifampicin",2,1,1,4,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Levofloxacin",3,1,3,8,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Moxifloxacin",3,1,3,8,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Pseudomonic acid",3,1,1,2,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Rifampicin",3,2,2,4,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Moxifloxacin",3,1,2,5,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Novobiocin",3,1,3,8,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Moxifloxacin_Novobiocin",3,1,3,8,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Clindamycin",4,2,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Doxycycline",4,1,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Pseudomonic acid",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Rifampicin",4,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Triclosan",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Clindamycin",4,2,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Doxycycline",4,1,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Pseudomonic acid",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Rifampicin",4,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Triclosan",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Clindamycin",4,2,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Doxycycline",4,1,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Pseudomonic acid",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Rifampicin",4,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Triclosan",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Clindamycin",4,2,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Doxycycline",4,1,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Pseudomonic acid",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Rifampicin",4,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Triclosan",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Clindamycin",4,2,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Doxycycline",4,1,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Pseudomonic acid",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Rifampicin",4,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Triclosan",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Clindamycin",4,2,2,7,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Doxycycline",4,1,2,7,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Metformin",4,1,1,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Pseudomonic acid",4,1,1,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Rifampicin",4,2,3,8,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Imipenem",4,2,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Levofloxacin",4,1,1,4,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Meropenem",4,2,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Moxifloxacin",4,1,1,4,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Novobiocin",4,2,2,7,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Penicillin G",4,2,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Piperacillin",4,2,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Triclosan",4,1,1,2,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Imipenem",4,1,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Levofloxacin",4,1,1,4,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Meropenem",4,1,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Moxifloxacin",4,1,1,4,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Novobiocin",4,1,2,7,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Penicillin G",4,1,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Piperacillin",4,1,2,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Triclosan",4,1,1,2,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Pseudomonic acid",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Rifampicin",4,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Triclosan",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Pseudomonic acid",4,1,1,4,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Pseudomonic acid",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Rifampicin",4,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Triclosan",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Metformin_Novobiocin",4,1,1,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Moxifloxacin_Pseudomonic acid",4,1,1,4,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Novobiocin_Pseudomonic acid",4,1,1,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Novobiocin_Rifampicin",4,2,3,8,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Penicillin G_Pseudomonic acid",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Penicillin G_Rifampicin",4,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Penicillin G_Triclosan",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Piperacillin_Pseudomonic acid",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Piperacillin_Rifampicin",4,2,3,6,5,"LC.INT.EcoliNet.764gene.1073link.txt"
"Piperacillin_Triclosan",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Pseudomonic acid_Triclosan",4,1,1,1,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Rifampicin_Triclosan",4,1,1,4,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Levofloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Moxifloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Levofloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Moxifloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Levofloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Moxifloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Levofloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Moxifloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Levofloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Moxifloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Clindamycin_Metformin",5,1,1,2,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Levofloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Moxifloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Meropenem",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Penicillin G",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Piperacillin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Rifampicin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Moxifloxacin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Metformin_Pseudomonic acid",5,1,1,1,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Metformin_Triclosan",5,1,1,1,1,"LC.INT.EcoliNet.764gene.1073link.txt"
"Moxifloxacin_Penicillin G",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Moxifloxacin_Piperacillin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Moxifloxacin_Rifampicin",5,2,2,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Ciprofloxacin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Metformin",6,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Amoxicillin_Novobiocin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Ciprofloxacin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Metformin",6,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Aztreonam_Novobiocin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Ciprofloxacin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Metformin",6,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefaclor_Novobiocin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Ciprofloxacin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Metformin",6,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cefotaxime_Novobiocin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Ciprofloxacin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Metformin",6,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Cephalexin_Novobiocin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Imipenem",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Meropenem",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Penicillin G",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Piperacillin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Ciprofloxacin_Triclosan",6,1,1,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"Doxycycline_Metformin",6,1,1,2,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Metformin",6,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Imipenem_Novobiocin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Metformin",6,1,1,4,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Levofloxacin_Triclosan",6,1,1,4,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Metformin",6,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Meropenem_Novobiocin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Metformin_Moxifloxacin",6,1,1,4,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Metformin_Penicillin G",6,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Metformin_Piperacillin",6,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
"Metformin_Rifampicin",6,1,1,4,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Moxifloxacin_Triclosan",6,1,1,4,2,"LC.INT.EcoliNet.764gene.1073link.txt"
"Novobiocin_Penicillin G",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Novobiocin_Piperacillin",6,2,3,8,6,"LC.INT.EcoliNet.764gene.1073link.txt"
"Novobiocin_Triclosan",6,1,1,6,4,"LC.INT.EcoliNet.764gene.1073link.txt"
