"drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Cefotaxime_Cephalexin",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Imipenem",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Meropenem",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Penicillin G",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Piperacillin",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Imipenem",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Meropenem",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Penicillin G",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Piperacillin",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Clindamycin_Doxycycline",1,128,128,254,192,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Pseudomonic acid",1,140,140,254,198,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Meropenem",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Penicillin G",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Piperacillin",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Penicillin G",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Piperacillin",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Penicillin G_Piperacillin",1,70,83,139,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Pseudomonic acid_Trimethoprim",1,131,132,140,136,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Clindamycin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Doxycycline",2,111,111,254,183,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Metformin",2,104,104,176,140,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Pseudomonic acid",2,98,98,153,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Trimethoprim",2,94,95,149,122,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Clindamycin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Doxycycline",2,111,111,254,183,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Metformin",2,104,104,176,140,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Pseudomonic acid",2,98,98,153,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Trimethoprim",2,94,95,149,122,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Clindamycin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Doxycycline",2,111,111,254,183,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Metformin",2,104,104,176,140,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Pseudomonic acid",2,98,98,153,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Trimethoprim",2,94,95,149,122,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Clindamycin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Doxycycline",2,111,111,254,183,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Metformin",2,104,104,176,140,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Pseudomonic acid",2,98,98,153,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Trimethoprim",2,94,95,149,122,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Clindamycin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Doxycycline",2,111,111,254,183,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Metformin",2,104,104,176,140,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Pseudomonic acid",2,98,98,153,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Trimethoprim",2,94,95,149,122,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Clindamycin_Imipenem",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Clindamycin_Meropenem",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Clindamycin_Metformin",2,128,128,168,148,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Clindamycin_Paraquat",2,22,22,128,75,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Clindamycin_Penicillin G",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Clindamycin_Piperacillin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Clindamycin_Pseudomonic acid",2,128,128,140,134,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Clindamycin_Triclosan",2,12,12,128,70,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Clindamycin_Trimethoprim",2,128,128,132,130,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Imipenem",2,111,111,254,183,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Meropenem",2,111,111,254,183,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Metformin",2,168,168,254,212,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Penicillin G",2,111,111,254,183,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Piperacillin",2,111,111,254,183,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Triclosan",2,12,12,254,134,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Trimethoprim",2,131,132,254,194,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Metformin",2,104,104,176,140,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Pseudomonic acid",2,98,98,153,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Trimethoprim",2,94,95,149,122,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Metformin",2,104,104,176,140,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Pseudomonic acid",2,98,98,153,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Trimethoprim",2,94,95,149,122,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Metformin_Paraquat",2,22,22,168,95,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Metformin_Penicillin G",2,104,104,176,140,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Metformin_Piperacillin",2,104,104,176,140,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Metformin_Pseudomonic acid",2,140,140,168,154,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Metformin_Triclosan",2,12,12,168,90,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Metformin_Trimethoprim",2,131,132,168,150,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Penicillin G_Pseudomonic acid",2,98,98,153,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Penicillin G_Trimethoprim",2,94,95,149,122,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Piperacillin_Pseudomonic acid",2,98,98,153,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Piperacillin_Trimethoprim",2,94,95,149,122,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Pseudomonic acid_Triclosan",2,12,12,140,76,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Triclosan_Trimethoprim",2,12,12,132,72,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Paraquat",3,22,22,111,67,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Triclosan",3,12,12,111,62,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Paraquat",3,22,22,111,67,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Triclosan",3,12,12,111,62,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Paraquat",3,22,22,111,67,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Triclosan",3,12,12,111,62,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Paraquat",3,22,22,111,67,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Triclosan",3,12,12,111,62,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Paraquat",3,22,22,111,67,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Triclosan",3,12,12,111,62,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Paraquat",3,22,22,254,139,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Paraquat",3,22,22,111,67,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Triclosan",3,12,12,111,62,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Paraquat",3,22,22,111,67,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Triclosan",3,12,12,111,62,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Paraquat_Penicillin G",3,22,22,111,67,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Paraquat_Piperacillin",3,22,22,111,67,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Paraquat_Pseudomonic acid",3,22,22,140,81,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Paraquat_Trimethoprim",3,22,22,132,77,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Penicillin G_Triclosan",3,12,12,111,62,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Piperacillin_Triclosan",3,12,12,111,62,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Paraquat_Triclosan",4,10,10,24,17,"CC.EcoliNet.v1.2296gene.50528link.txt"
