node1 node2
"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)" 3-Oxodecanoyl-CoA
"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)" (S)-3-Hydroxydecanoyl-CoA
"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)" "Nicotinamide adenine dinucleotide - reduced"
"molybdate transport via diffusion (extracellular to periplasm)" Molybdate
"molybdate transport via diffusion (extracellular to periplasm)" Molybdate
"molybdate transport via diffusion (extracellular to periplasm)" Molybdate
"molybdate transport via diffusion (extracellular to periplasm)" Molybdate
"GTP cyclohydrolase II (25drapp)" "2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate"
"GTP cyclohydrolase II (25drapp)" Diphosphate
"GTP cyclohydrolase II (25drapp)" Formate
"GTP cyclohydrolase II (25drapp)" eco:b1277
"GTP cyclohydrolase II (25drapp)" Diphosphate
"GTP cyclohydrolase II (25drapp)" GTP
"GTP cyclohydrolase II (25drapp)" "2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate"
"GTP cyclohydrolase II (25drapp)" Formate
"GTP cyclohydrolase II (25drapp)" GTP
"acetate kinase" ADP
"acetate kinase" ATP
"acetate kinase" "Acetyl phosphate"
"acetate kinase" eco:b2296
"acetate kinase" Acetate
"acetate kinase" eco:b1849
"acetate kinase" ADP
"acetate kinase" "Acetyl phosphate"
"acetate kinase" eco:b3115
"acetate kinase" Acetate
"acetate kinase" ATP
"formate-tetrahydrofolate ligase" Phosphate
"formate-tetrahydrofolate ligase" 5,6,7,8-Tetrahydrofolate
"formate-tetrahydrofolate ligase" ADP
"formate-tetrahydrofolate ligase" 10-Formyltetrahydrofolate
"formate-tetrahydrofolate ligase" ATP
"formate-tetrahydrofolate ligase" Phosphate
"formate-tetrahydrofolate ligase" Formate
"formate-tetrahydrofolate ligase" 10-Formyltetrahydrofolate
"formate-tetrahydrofolate ligase" ADP
"formate-tetrahydrofolate ligase" ATP
"formate-tetrahydrofolate ligase" 5,6,7,8-Tetrahydrofolate
"formate-tetrahydrofolate ligase" Formate
"L-glutamate 5-semialdehyde dehydratase (spontaneous)" 1-Pyrroline-5-carboxylate
"L-glutamate 5-semialdehyde dehydratase (spontaneous)" "L-Glutamate 5-semialdehyde"
"L-glutamate 5-semialdehyde dehydratase (spontaneous)" "L-Glutamate 5-semialdehyde"
"L-glutamate 5-semialdehyde dehydratase (spontaneous)" 1-Pyrroline-5-carboxylate
"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)" Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)" UMP
"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)" eco:b0087
"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)" UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)" "Undecaprenyl phosphate"
"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)" Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)" UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)" UMP
"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)" "Undecaprenyl phosphate"
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" "1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate"
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" "Flavodoxin reduced"
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" "flavodoxin semi oxidized"
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" eco:b2515
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" "2-C-methyl-D-erythritol 2,4-cyclodiphosphate"
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" eco:b2895
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" "1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate"
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" "flavodoxin semi oxidized"
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" eco:b0684
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" "2-C-methyl-D-erythritol 2,4-cyclodiphosphate"
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase" "Flavodoxin reduced"
"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase" 2-Oxoglutarate
"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase" O-Phospho-4-hydroxy-L-threonine
"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase" eco:b0907
"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase" 2-Oxo-3-hydroxy-4-phosphobutanoate
"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase" L-Glutamate
"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase" 2-Oxoglutarate
"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase" 2-Oxo-3-hydroxy-4-phosphobutanoate
"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase" O-Phospho-4-hydroxy-L-threonine
"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase" L-Glutamate
"adenylsuccinate lyase" Fumarate
"adenylsuccinate lyase" AMP
"adenylsuccinate lyase" eco:b1131
"adenylsuccinate lyase" N6-(1,2-Dicarboxyethyl)-AMP
"adenylsuccinate lyase" N6-(1,2-Dicarboxyethyl)-AMP
"adenylsuccinate lyase" Fumarate
"adenylsuccinate lyase" AMP
"Methanol transport via diffusion (extracellular to periplasm)" Methanol
"Methanol transport via diffusion (extracellular to periplasm)" Methanol
"Methanol transport via diffusion (extracellular to periplasm)" Methanol
"glutamyl-tRNA reductase" "Nicotinamide adenine dinucleotide phosphate"
"glutamyl-tRNA reductase" "L-Glutamate 1-semialdehyde"
"glutamyl-tRNA reductase" "tRNA (Glu)"
"glutamyl-tRNA reductase" L-Glutamyl-tRNA(Glu)
"glutamyl-tRNA reductase" "Nicotinamide adenine dinucleotide phosphate - reduced"
"glutamyl-tRNA reductase" "Nicotinamide adenine dinucleotide phosphate"
"glutamyl-tRNA reductase" eco:b1210
"glutamyl-tRNA reductase" "tRNA (Glu)"
"glutamyl-tRNA reductase" "Nicotinamide adenine dinucleotide phosphate - reduced"
"glutamyl-tRNA reductase" L-Glutamyl-tRNA(Glu)
"glutamyl-tRNA reductase" "L-Glutamate 1-semialdehyde"
"S-adenosylhomocysteine nucleosidase" Adenine
"S-adenosylhomocysteine nucleosidase" S-Adenosyl-L-homocysteine
"S-adenosylhomocysteine nucleosidase" S-Ribosyl-L-homocysteine
"S-adenosylhomocysteine nucleosidase" S-Ribosyl-L-homocysteine
"S-adenosylhomocysteine nucleosidase" eco:b0159
"S-adenosylhomocysteine nucleosidase" Adenine
"S-adenosylhomocysteine nucleosidase" S-Adenosyl-L-homocysteine
"IMP dehydrogenase" "Nicotinamide adenine dinucleotide - reduced"
"IMP dehydrogenase" "Xanthosine 5'-phosphate"
"IMP dehydrogenase" eco:b2508
"IMP dehydrogenase" "Nicotinamide adenine dinucleotide"
"IMP dehydrogenase" IMP
"IMP dehydrogenase" "Nicotinamide adenine dinucleotide - reduced"
"IMP dehydrogenase" "Nicotinamide adenine dinucleotide"
"IMP dehydrogenase" "Xanthosine 5'-phosphate"
"IMP dehydrogenase" IMP
undecaprenyl-diphosphatase "Undecaprenyl phosphate"
undecaprenyl-diphosphatase "Undecaprenyl diphosphate"
undecaprenyl-diphosphatase eco:b0841
undecaprenyl-diphosphatase Phosphate
undecaprenyl-diphosphatase eco:b3057
undecaprenyl-diphosphatase eco:b1278
undecaprenyl-diphosphatase "Undecaprenyl diphosphate"
undecaprenyl-diphosphatase "Undecaprenyl phosphate"
undecaprenyl-diphosphatase Phosphate
"molybdopterin adenylyltransferase" molybdopterin
"molybdopterin adenylyltransferase" Diphosphate
"molybdopterin adenylyltransferase" "adenylated molybdopterin"
"molybdopterin adenylyltransferase" eco:b0009
"molybdopterin adenylyltransferase" Diphosphate
"molybdopterin adenylyltransferase" ATP
"molybdopterin adenylyltransferase" molybdopterin
"molybdopterin adenylyltransferase" "adenylated molybdopterin"
"molybdopterin adenylyltransferase" ATP
"phosphoribosylaminoimidazolecarboxamide formyltransferase" 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
"phosphoribosylaminoimidazolecarboxamide formyltransferase" 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide
"phosphoribosylaminoimidazolecarboxamide formyltransferase" 5,6,7,8-Tetrahydrofolate
"phosphoribosylaminoimidazolecarboxamide formyltransferase" eco:b4006
"phosphoribosylaminoimidazolecarboxamide formyltransferase" 10-Formyltetrahydrofolate
"phosphoribosylaminoimidazolecarboxamide formyltransferase" 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide
"phosphoribosylaminoimidazolecarboxamide formyltransferase" 5,6,7,8-Tetrahydrofolate
"phosphoribosylaminoimidazolecarboxamide formyltransferase" 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
"phosphoribosylaminoimidazolecarboxamide formyltransferase" 10-Formyltetrahydrofolate
"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)" trans-Tetradec-2-enoyl-CoA
"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)" (S)-3-Hydroxytetradecanoyl-CoA
"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)" eco:b3846
"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)" eco:b2341
"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)" trans-Tetradec-2-enoyl-CoA
"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)" (S)-3-Hydroxytetradecanoyl-CoA
"thiamine-phosphate diphosphorylase" 4-Methyl-5-(2-phosphoethyl)-thiazole
"thiamine-phosphate diphosphorylase" "Thiamin monophosphate"
"thiamine-phosphate diphosphorylase" Diphosphate
"thiamine-phosphate diphosphorylase" eco:b3993
"thiamine-phosphate diphosphorylase" "Thiamin monophosphate"
"thiamine-phosphate diphosphorylase" "2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate"
"thiamine-phosphate diphosphorylase" 4-Methyl-5-(2-phosphoethyl)-thiazole
"thiamine-phosphate diphosphorylase" Diphosphate
"thiamine-phosphate diphosphorylase" "2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate"
"cysteine synthase" Acetate
"cysteine synthase" L-Cysteine
"cysteine synthase" eco:b2414
"cysteine synthase" "Hydrogen sulfide"
"cysteine synthase" O-Acetyl-L-serine
"cysteine synthase" L-Cysteine
"cysteine synthase" Acetate
"cysteine synthase" eco:b2421
"cysteine synthase" O-Acetyl-L-serine
"cysteine synthase" "Hydrogen sulfide"
"GTP cyclohydrolase I" Formate
"GTP cyclohydrolase I" eco:b2153
"GTP cyclohydrolase I" "2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate"
"GTP cyclohydrolase I" GTP
"GTP cyclohydrolase I" "2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate"
"GTP cyclohydrolase I" GTP
"GTP cyclohydrolase I" Formate
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" "Dodecanoyl-ACP (n-C12:0ACP)"
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" Diphosphate
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" ATP
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" AMP
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" "Dodecanoate (n-C12:0)"
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" eco:b2836
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" eco:b1094
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" "acyl carrier protein"
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" "Dodecanoyl-ACP (n-C12:0ACP)"
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" Diphosphate
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" ATP
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" AMP
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" "Dodecanoate (n-C12:0)"
"acyl-[acyl-carrier-protein] synthetase  (n-C12:0)" "acyl carrier protein"
"dihydroorotic acid (menaquinone-8)" Orotate
"dihydroorotic acid (menaquinone-8)" (S)-Dihydroorotate
"dihydroorotic acid (menaquinone-8)" "Menaquinol 8"
"dihydroorotic acid (menaquinone-8)" "Menaquinone 8"
"dihydroorotic acid (menaquinone-8)" Orotate
"dihydroorotic acid (menaquinone-8)" "Menaquinol 8"
"dihydroorotic acid (menaquinone-8)" eco:b0945
"dihydroorotic acid (menaquinone-8)" (S)-Dihydroorotate
"dihydroorotic acid (menaquinone-8)" "Menaquinone 8"
"Manganese (Mn+2) transport via diffusion (extracellular to periplasm)" Mn2+
"Manganese (Mn+2) transport via diffusion (extracellular to periplasm)" Mn2+
"Manganese (Mn+2) transport via diffusion (extracellular to periplasm)" Mn2+
"Manganese (Mn+2) transport via diffusion (extracellular to periplasm)" Mn2+
"Biotin synthase" 5'-Deoxyadenosine
"Biotin synthase" L-Methionine
"Biotin synthase" "[2Fe-1S] desulfurated iron-sulfur cluster"
"Biotin synthase" Dethiobiotin
"Biotin synthase" Biotin
"Biotin synthase" "[2Fe-2S] iron-sulfur cluster"
"Biotin synthase" S-Adenosyl-L-methionine
"Biotin synthase" 5'-Deoxyadenosine
"Biotin synthase" eco:b0775
"Biotin synthase" L-Methionine
"Biotin synthase" "[2Fe-1S] desulfurated iron-sulfur cluster"
"Biotin synthase" Dethiobiotin
"Biotin synthase" Biotin
"Biotin synthase" "[2Fe-2S] iron-sulfur cluster"
"Biotin synthase" S-Adenosyl-L-methionine
"Pyridoxine 5'-phosphate synthase" "Nicotinamide adenine dinucleotide - reduced"
"Pyridoxine 5'-phosphate synthase" Phosphate
"Pyridoxine 5'-phosphate synthase" "Pyridoxine 5'-phosphate"
"Pyridoxine 5'-phosphate synthase" O-Phospho-4-hydroxy-L-threonine
"Pyridoxine 5'-phosphate synthase" "Nicotinamide adenine dinucleotide"
"Pyridoxine 5'-phosphate synthase" CO2
"Pyridoxine 5'-phosphate synthase" eco:b0052
"Pyridoxine 5'-phosphate synthase" "1-deoxy-D-xylulose 5-phosphate"
"Pyridoxine 5'-phosphate synthase" "Pyridoxine 5'-phosphate"
"Pyridoxine 5'-phosphate synthase" eco:b2564
"Pyridoxine 5'-phosphate synthase" Phosphate
"Pyridoxine 5'-phosphate synthase" CO2
"Pyridoxine 5'-phosphate synthase" O-Phospho-4-hydroxy-L-threonine
"Pyridoxine 5'-phosphate synthase" "Nicotinamide adenine dinucleotide - reduced"
"Pyridoxine 5'-phosphate synthase" "1-deoxy-D-xylulose 5-phosphate"
"Pyridoxine 5'-phosphate synthase" "Nicotinamide adenine dinucleotide"
"2-Oxo-4-methyl-3-carboxypentanoate decarboxylation" 4-Methyl-2-oxopentanoate
"2-Oxo-4-methyl-3-carboxypentanoate decarboxylation" CO2
"2-Oxo-4-methyl-3-carboxypentanoate decarboxylation" 4-Methyl-2-oxopentanoate
"2-Oxo-4-methyl-3-carboxypentanoate decarboxylation" 3-Carboxy-4-methyl-2-oxopentanoate
"2-Oxo-4-methyl-3-carboxypentanoate decarboxylation" CO2
"2-Oxo-4-methyl-3-carboxypentanoate decarboxylation" 3-Carboxy-4-methyl-2-oxopentanoate
"tyrosine transaminase" L-Tyrosine
"tyrosine transaminase" L-Glutamate
"tyrosine transaminase" 3-(4-Hydroxyphenyl)pyruvate
"tyrosine transaminase" 2-Oxoglutarate
"tyrosine transaminase" eco:b4054
"tyrosine transaminase" eco:b0928
"tyrosine transaminase" L-Glutamate
"tyrosine transaminase" L-Tyrosine
"tyrosine transaminase" 2-Oxoglutarate
"tyrosine transaminase" 3-(4-Hydroxyphenyl)pyruvate
"FMN adenylyltransferase" "Flavin adenine dinucleotide oxidized"
"FMN adenylyltransferase" Diphosphate
"FMN adenylyltransferase" eco:b0025
"FMN adenylyltransferase" FMN
"FMN adenylyltransferase" ATP
"FMN adenylyltransferase" "Flavin adenine dinucleotide oxidized"
"FMN adenylyltransferase" FMN
"FMN adenylyltransferase" Diphosphate
"FMN adenylyltransferase" ATP
"L-aspartate oxidase" "Hydrogen peroxide"
"L-aspartate oxidase" O2
"L-aspartate oxidase" Iminoaspartate
"L-aspartate oxidase" eco:b2574
"L-aspartate oxidase" L-Aspartate
"L-aspartate oxidase" O2
"L-aspartate oxidase" Iminoaspartate
"L-aspartate oxidase" "Hydrogen peroxide"
"L-aspartate oxidase" L-Aspartate
"phospho-L-serine phosphatase (periplasmic)" L-Serine
"phospho-L-serine phosphatase (periplasmic)" O-Phospho-L-serine
"phospho-L-serine phosphatase (periplasmic)" Phosphate
"phospho-L-serine phosphatase (periplasmic)" L-Serine
