bug	full_name	batch	fitness
ST_LT2	Control 0 rep 6	1	0.998060147
ST_14028	Amoxicillin 1 rep 1	1	0.923573113
ST_14028	Amoxicillin 2 rep 1	1	0.999446952
ST_14028	Amoxicillin 3 rep 1	1	0.997559992
ST_14028	Chloramphenicol 1 rep 1	1	0.629321837
ST_14028	Chloramphenicol 2 rep 1	1	0.749954757
ST_14028	Chloramphenicol 3 rep 1	1	0.865324537
ST_14028	Ciprofloxacin 1 rep 1	1	0
ST_14028	Ciprofloxacin 2 rep 1	1	0.996601405
ST_14028	Ciprofloxacin 3 rep 1	1	0.999059553
ST_14028	Fosfomycin 1 rep 1	1	0.809893958
ST_14028	Fosfomycin 2 rep 1	1	0.997613167
ST_14028	Fosfomycin 3 rep 1	1	0.998588551
ST_14028	Doxycycline 1 rep 1	1	0.443728958
ST_14028	Doxycycline 2 rep 1	1	0.772828963
ST_14028	Doxycycline 3 rep 1	1	0.823344559
ST_14028	Control 0 rep 1	1	0.999869592
ST_14028	Control 0 rep 2	1	0.999055663
ST_14028	Control 0 rep 3	1	0.998355387
ST_LT2	Cefaclor 1 rep 1	1	0
ST_LT2	Cefaclor 2 rep 1	1	0.951410103
ST_LT2	Cefaclor 3 rep 1	1	0.992458302
ST_LT2	Cefsulodin 1 rep 1	1	0.999551704
ST_LT2	Cefsulodin 2 rep 1	1	0.999520072
ST_LT2	Cefsulodin 3 rep 1	1	0.999268469
ST_LT2	Clindamycin 1 rep 1	1	0.595657018
ST_LT2	Clindamycin 2 rep 1	1	0.792088493
ST_LT2	Clindamycin 3 rep 1	1	0.767132721
ST_LT2	Spiramycin 1 rep 1	1	0.956528965
ST_LT2	Spiramycin 2 rep 1	1	0.996477945
ST_LT2	Spiramycin 3 rep 1	1	0.998168823
ST_LT2	Erythromycin 1 rep 1	1	0.860318115
ST_LT2	Erythromycin 2 rep 1	1	0.998866136
ST_LT2	Erythromycin 3 rep 1	1	0.982352028
ST_LT2	Trimethoprim 1 rep 1	1	0.706264667
ST_LT2	Trimethoprim 2 rep 1	1	0.802160682
ST_LT2	Trimethoprim 3 rep 1	1	0.954918018
ST_LT2	Amoxicillin 1 rep 2	1	0.984207159
ST_LT2	Amoxicillin 2 rep 2	1	0.999370138
ST_LT2	Amoxicillin 3 rep 2	1	0.997031187
ST_LT2	Chloramphenicol 1 rep 2	1	0.766731549
ST_LT2	Chloramphenicol 2 rep 2	1	0.880920378
ST_LT2	Chloramphenicol 3 rep 2	1	0.980158056
ST_LT2	Ciprofloxacin 1 rep 2	1	0
ST_LT2	Ciprofloxacin 2 rep 2	1	0.863527496
ST_LT2	Ciprofloxacin 3 rep 2	1	0.998356617
ST_LT2	Cycloserine D 1 rep 2	1	0.999687569
ST_LT2	Cycloserine D 2 rep 2	1	0.996504424
ST_LT2	Cycloserine D 3 rep 2	1	0.999676363
ST_LT2	Doxycycline 1 rep 2	1	0.548190008
ST_LT2	Doxycycline 2 rep 2	1	0.885980552
ST_LT2	Doxycycline 3 rep 2	1	0.87852165
ST_LT2	Fosfomycin 1 rep 2	1	0.904178223
ST_LT2	Fosfomycin 2 rep 2	1	0.998999514
ST_LT2	Fosfomycin 3 rep 2	1	0.999158225
ST_14028	Cycloserine D 1 rep 1	1	0
ST_14028	Cycloserine D 2 rep 1	1	0.998612465
ST_14028	Cycloserine D 3 rep 1	1	0.999029124
ST_14028	Spectinomycin 1 rep 1	1	0.743226973
ST_14028	Spectinomycin 2 rep 1	1	0.872957528
ST_14028	Spectinomycin 3 rep 1	1	0.955109828
ST_14028	Fosfomycin 1 rep 2	1	0.820438784
ST_14028	Fosfomycin 2 rep 2	1	0.998809715
ST_14028	Fosfomycin 3 rep 2	1	0.999943682
ST_14028	Oxacillin 1 rep 1	1	0.997665909
ST_14028	Oxacillin 2 rep 1	1	0.998403499
ST_14028	Oxacillin 3 rep 1	1	0.999269584
ST_14028	Novobiocin 1 rep 1	1	0.561781068
ST_14028	Novobiocin 2 rep 1	1	0.845887579
ST_14028	Novobiocin 3 rep 1	1	0.999567046
ST_14028	Control 0 rep 4	1	0.999259941
ST_14028	Control 0 rep 5	1	0.996288749
ST_14028	Control 0 rep 6	1	0.999594731
ST_14028	Polymyxin B 1 rep 1	1	0.97401182
ST_14028	Polymyxin B 2 rep 1	1	0.999300737
ST_14028	Polymyxin B 3 rep 1	1	0.998206439
ST_14028	Amikacin 1 rep 1	1	0.998252356
ST_14028	Amikacin 2 rep 1	1	0.999817889
ST_14028	Amikacin 3 rep 1	1	0.998941321
ST_14028	PMS 1 rep 1	1	0.861704286
ST_14028	PMS 2 rep 1	1	0.999555401
ST_14028	PMS 3 rep 1	1	0.998748941
ST_14028	Benzalkonium 1 rep 1	1	0.819150132
ST_14028	Benzalkonium 2 rep 1	1	0.99781964
ST_14028	Benzalkonium 3 rep 1	1	0.999691345
ST_14028	Cefaclor 1 rep 1	1	0
ST_14028	Cefaclor 2 rep 1	1	0.583782105
ST_14028	Cefaclor 3 rep 1	1	0.998862186
ST_14028	Cefsulodin 1 rep 1	1	0.999581218
ST_14028	Cefsulodin 2 rep 1	1	0.9972944
ST_14028	Clindamycin 1 rep 1	1	0.642227997
ST_14028	Clindamycin 2 rep 1	1	0.736925661
ST_14028	Clindamycin 3 rep 1	1	0.814968908
ST_14028	Spiramycin 1 rep 1	1	0.992227847
ST_14028	Spiramycin 2 rep 1	1	0.997685454
ST_14028	Spiramycin 3 rep 1	1	0.998468374
ST_14028	Erythromycin 1 rep 1	1	0.944888109
ST_14028	Erythromycin 2 rep 1	1	0.998935446
ST_14028	Erythromycin 3 rep 1	1	0.998267469
ST_14028	Trimethoprim 1 rep 1	1	0.549011309
ST_14028	Trimethoprim 2 rep 1	1	0.600335946
ST_14028	Trimethoprim 3 rep 1	1	0.766284067
ST_14028	Control 0 rep 7	1	0.999632304
ST_14028	Control 0 rep 8	1	0.999336135
ST_14028	Control 0 rep 9	1	0.999425735
ST_14028	Bacitracin 1 rep 1	1	0.956238556
ST_14028	Bacitracin 2 rep 1	1	0.998062328
ST_14028	Bacitracin 3 rep 1	1	0.999878264
ST_14028	Fusidic acid 1 rep 1	1	0.961140385
ST_14028	Fusidic acid 2 rep 1	1	0.999235817
ST_14028	Fusidic acid 3 rep 1	1	0.999460705
ST_14028	Novobiocin 1 rep 2	1	0.278389255
ST_14028	Novobiocin 2 rep 2	1	0.690406574
ST_14028	Novobiocin 3 rep 2	1	0.999758969
ST_14028	Oxacillin 1 rep 2	1	0.999553715
ST_14028	Oxacillin 2 rep 2	1	0.999625991
ST_14028	Oxacillin 3 rep 2	1	0.999391185
ST_14028	Cefsulodin 1 rep 2	1	0.99700327
ST_14028	Cefsulodin 2 rep 2	1	0.998874124
ST_14028	Cefsulodin 3 rep 2	1	0.999023168
ST_14028	Control 0 rep 10	1	0.998932735
ST_14028	Control 0 rep 11	1	0.999187331
ST_14028	Control 0 rep 12	1	0.997025974
ST_LT2	Sulfamonomethoxine 1 rep 1	2	1
ST_LT2	Sulfamonomethoxine 2 rep 1	2	1
ST_LT2	Sulfamonomethoxine 3 rep 1	2	1
ST_LT2	Paraquat 1 rep 1	2	1
ST_LT2	Paraquat 2 rep 1	2	1
ST_LT2	Paraquat 3 rep 1	2	1
ST_LT2	Procaine 1 rep 1	2	0.729158405
ST_LT2	Procaine 2 rep 1	2	0.82413811
ST_LT2	Procaine 3 rep 1	2	0.867868108
ST_LT2	Vanillin 1 rep 1	2	1
ST_LT2	Vanillin 2 rep 1	2	1
ST_LT2	Vanillin 3 rep 1	2	1
ST_LT2	Verapamil 1 rep 1	2	1
ST_LT2	Verapamil 2 rep 1	2	1
ST_LT2	Verapamil 3 rep 1	2	1
ST_LT2	Control 0 rep 7	2	1
ST_LT2	Control 0 rep 8	2	1
ST_LT2	Control 0 rep 9	2	1
ST_14028	Sulfamonomethoxine 1 rep 1	2	0.999133209
ST_14028	Sulfamonomethoxine 2 rep 1	2	0.9976739
ST_14028	Sulfamonomethoxine 3 rep 1	2	0.999755943
ST_14028	Paraquat 1 rep 1	2	0.98515765
ST_14028	Paraquat 2 rep 1	2	0.997968607
ST_14028	Paraquat 3 rep 1	2	0.998849473
ST_14028	Procaine 1 rep 1	2	0.643621236
ST_14028	Procaine 2 rep 1	2	0.853206753
ST_14028	Procaine 3 rep 1	2	0.784063984
ST_14028	Vanillin 1 rep 1	2	0.923299397
ST_14028	Vanillin 2 rep 1	2	0.996356613
ST_14028	Vanillin 3 rep 1	2	0.999842192
ST_14028	Verapamil 1 rep 1	2	0.991550286
ST_14028	Verapamil 2 rep 1	2	0.999574056
ST_14028	Verapamil 3 rep 1	2	0.996148009
ST_14028	Control 0 rep 13	2	0.998157861
ST_14028	Control 0 rep 14	2	0.998221265
ST_14028	Control 0 rep 15	2	0.999653947
ST_14028	Levofloxacin 1 rep 1	2	0.039621888
ST_14028	Levofloxacin 2 rep 1	2	0
ST_14028	Levofloxacin 3 rep 1	2	0.569051357
ST_14028	Piperacillin 1 rep 1	2	0.769998771
ST_14028	Piperacillin 2 rep 1	2	0.950464132
ST_14028	Piperacillin 3 rep 1	2	0.976467768
ST_14028	Nitrofurantoin 1 rep 1	2	0.960058316
ST_14028	Nitrofurantoin 2 rep 1	2	0.99863898
ST_14028	Nitrofurantoin 3 rep 1	2	0.999969921
ST_14028	CCCP 1 rep 1	2	0.730200878
ST_14028	CCCP 2 rep 1	2	0.999260391
ST_14028	CCCP 3 rep 1	2	0.998828185
ST_14028	Cephalexin 1 rep 1	2	0.999857286
ST_14028	Cephalexin 2 rep 1	2	0.999110057
ST_14028	Cephalexin 3 rep 1	2	0.993411413
ST_14028	Control 0 rep 16	2	0.998630796
ST_14028	Control 0 rep 17	2	0.999020843
ST_14028	Control 0 rep 18	2	0.997950682
ST_LT2	Levofloxacin 1 rep 1	2	0
ST_LT2	Levofloxacin 2 rep 1	2	0
ST_LT2	Levofloxacin 3 rep 1	2	0.697936553
ST_LT2	Piperacillin 1 rep 1	2	0.65731778
ST_LT2	Piperacillin 2 rep 1	2	0.933019609
ST_LT2	Piperacillin 3 rep 1	2	0.90400883
ST_LT2	Nitrofurantoin 1 rep 1	2	0.891599818
ST_LT2	Nitrofurantoin 2 rep 1	2	1
ST_LT2	Nitrofurantoin 3 rep 1	2	0.972758484
ST_LT2	CCCP 1 rep 1	2	0.655219974
ST_LT2	CCCP 2 rep 1	2	0.939178904
ST_LT2	CCCP 3 rep 1	2	0.963448562
ST_LT2	Cephalexin 1 rep 1	2	1
ST_LT2	Cephalexin 2 rep 1	2	1
ST_LT2	Cephalexin 3 rep 1	2	1
ST_LT2	Control 0 rep 10	2	1
ST_LT2	Control 0 rep 11	2	0.987538562
ST_LT2	Control 0 rep 12	2	1
ST_LT2	Rifampicin 1 rep 1	2	0.166397399
ST_LT2	Rifampicin 2 rep 1	2	0.946372264
ST_LT2	Rifampicin 3 rep 1	2	1
ST_LT2	Cefotaxime 1 rep 1	2	0.896777864
ST_LT2	Cefotaxime 2 rep 1	2	0.914520113
ST_LT2	Cefotaxime 3 rep 1	2	0.976032623
ST_LT2	EGCG 1 rep 1	2	1
ST_LT2	EGCG 2 rep 1	2	1
ST_LT2	EGCG 3 rep 1	2	1
ST_LT2	Tobramycin 1 rep 1	2	0
ST_LT2	Tobramycin 2 rep 1	2	1
ST_LT2	Tobramycin 3 rep 1	2	0.991393464
ST_LT2	Benzalkonium 2 rep 2	2	1
ST_LT2	Benzalkonium 3 rep 2	2	1
ST_LT2	Benzalkonium 4 rep 1	2	1
ST_LT2	Control 0 rep 13	2	0.951420957
ST_LT2	Control 0 rep 14	2	1
ST_LT2	Control 0 rep 15	2	1
ST_14028	Rifampicin 1 rep 1	2	0
ST_14028	Rifampicin 2 rep 1	2	0.798100818
ST_14028	Rifampicin 3 rep 1	2	0.999789877
ST_14028	Cefotaxime 1 rep 1	2	0.904422616
ST_14028	Cefotaxime 2 rep 1	2	0.897068866
ST_14028	Cefotaxime 3 rep 1	2	0.951447482
ST_14028	EGCG 1 rep 1	2	0.92221622
ST_14028	EGCG 2 rep 1	2	0.856949385
ST_14028	EGCG 3 rep 1	2	0.940449985
ST_14028	Tobramycin 1 rep 1	2	0.958203407
ST_14028	Tobramycin 2 rep 1	2	0.996279193
ST_14028	Tobramycin 3 rep 1	2	0.99951743
ST_14028	Benzalkonium 2 rep 2	2	0.998491309
ST_14028	Benzalkonium 3 rep 2	2	0.999514134
ST_14028	Benzalkonium 4 rep 1	2	0.999592313
ST_14028	Control 0 rep 19	2	0.991687037
ST_14028	Control 0 rep 20	2	0.997768385
ST_14028	Control 0 rep 21	2	0.983845838
ST_LT2	Mecillinam 1 rep 1	2	0
ST_LT2	Mecillinam 2 rep 1	2	0.710500815
ST_LT2	Mecillinam 3 rep 1	2	1
ST_LT2	A22 2 rep 1	2	1
ST_LT2	A22 3 rep 1	2	1
ST_LT2	Loperamide 1 rep 1	2	1
ST_LT2	Loperamide 2 rep 1	2	1
ST_LT2	Loperamide 3 rep 1	2	1
ST_LT2	Minocycline 3 rep 1	2	1
ST_LT2	Amikacin 1 rep 2	2	0.398177824
ST_LT2	Amikacin 3 rep 2	2	1
ST_LT2	Control 0 rep 16	2	0.997834464
ST_LT2	Control 0 rep 18	2	1
ST_LT2	Cefsulodin 1 rep 2	2	1
ST_LT2	Cefsulodin 2 rep 2	2	1
ST_LT2	Cefsulodin 3 rep 2	2	1
ST_LT2	Aztreonam 1 rep 1	2	0
ST_LT2	Aztreonam 2 rep 1	2	0.729909744
ST_LT2	Aztreonam 3 rep 1	2	0.938264897
ST_LT2	Teicoplanin 1 rep 1	2	1
ST_LT2	Teicoplanin 2 rep 1	2	1
ST_LT2	Teicoplanin 3 rep 1	2	1
ST_LT2	Metronidazole 1 rep 1	2	1
ST_LT2	Metronidazole 2 rep 1	2	0.929970553
ST_LT2	Metronidazole 3 rep 1	2	1
ST_LT2	Chlorhexidine 1 rep 1	2	0.893298552
ST_LT2	Chlorhexidine 2 rep 1	2	0.968496259
ST_LT2	Chlorhexidine 3 rep 1	2	0.933105951
ST_LT2	Control 0 rep 19	2	0.998173778
ST_LT2	Control 0 rep 20	2	0.990597751
ST_LT2	Control 0 rep 21	2	1
ST_LT2	Rifampicin 1 rep 2	2	0.194901326
ST_LT2	Rifampicin 3 rep 2	2	1
ST_LT2	Penicillin G 1 rep 1	2	0.695361355
ST_LT2	Penicillin G 2 rep 1	2	0.91367646
ST_LT2	Penicillin G 3 rep 1	2	1
ST_LT2	Theophylline 1 rep 1	2	1
ST_LT2	Theophylline 2 rep 1	2	1
ST_LT2	Theophylline 3 rep 1	2	1
ST_LT2	Clarithromycin 1 rep 1	2	0.666291532
ST_LT2	Clarithromycin 3 rep 1	2	0.818928096
ST_LT2	Clofazimine 1 rep 1	2	0.975169179
ST_LT2	Clofazimine 2 rep 1	2	1
ST_LT2	Clofazimine 3 rep 1	2	1
ST_LT2	Control 0 rep 24	2	1
ST_14028	Cefsulodin 1 rep 3	2	0.999609587
ST_14028	Cefsulodin 2 rep 3	2	0.996556557
ST_14028	Cefsulodin 3 rep 3	2	0.998911185
ST_14028	Aztreonam 1 rep 1	2	0
ST_14028	Aztreonam 2 rep 1	2	0.999039886
ST_14028	Aztreonam 3 rep 1	2	0.973542067
ST_14028	Teicoplanin 1 rep 1	2	0.983466864
ST_14028	Teicoplanin 2 rep 1	2	0.995601574
ST_14028	Teicoplanin 3 rep 1	2	0.99961031
ST_14028	Metronidazole 1 rep 1	2	0.994585033
ST_14028	Metronidazole 2 rep 1	2	0.995830112
ST_14028	Metronidazole 3 rep 1	2	0.999922606
ST_14028	Chlorhexidine 1 rep 1	2	0.858087749
ST_14028	Chlorhexidine 2 rep 1	2	0.978193033
ST_14028	Chlorhexidine 3 rep 1	2	0.998187651
ST_14028	Control 0 rep 22	2	0.963492074
ST_14028	Control 0 rep 23	2	0.998230631
ST_14028	Control 0 rep 24	2	0.991460953
ST_14028	Rifampicin 1 rep 2	2	0
ST_14028	Rifampicin 2 rep 2	2	0.755825489
ST_14028	Rifampicin 3 rep 2	2	0.840081053
ST_14028	Penicillin G 1 rep 1	2	0.852823855
ST_14028	Penicillin G 2 rep 1	2	0.87739495
ST_14028	Penicillin G 3 rep 1	2	0.9973927
ST_14028	Theophylline 1 rep 1	2	0.999544772
ST_14028	Theophylline 2 rep 1	2	0.999609989
ST_14028	Theophylline 3 rep 1	2	0.997396314
ST_14028	Clarithromycin 1 rep 1	2	0.750530186
ST_14028	Clarithromycin 3 rep 1	2	0.877340419
ST_14028	Clofazimine 1 rep 1	2	0.999327693
ST_14028	Clofazimine 2 rep 1	2	0.999463638
ST_14028	Clofazimine 3 rep 1	2	0.998960972
ST_14028	Control 0 rep 25	2	0.997941757
ST_14028	Control 0 rep 26	2	0.99891105
ST_14028	Control 0 rep 27	2	0.957395957
ST_LT2	Nisin 1 rep 1	3	0.928990599
ST_LT2	Nisin 2 rep 1	3	0.996741917
ST_LT2	Nisin 3 rep 1	3	0.990782232
ST_LT2	Puromycin 1 rep 1	3	0.834471537
ST_LT2	Puromycin 2 rep 1	3	0.931935463
ST_LT2	Puromycin 3 rep 1	3	0.9094749
ST_LT2	Pyocyanin 1 rep 1	3	0.697297126
ST_LT2	Pyocyanin 2 rep 1	3	0.963330514
ST_LT2	Pyocyanin 3 rep 1	3	0.940922086
ST_LT2	Pseudomonic acid 1 rep 1	3	0.796659261
ST_LT2	Pseudomonic acid 2 rep 1	3	0.946792938
ST_LT2	Pseudomonic acid 3 rep 1	3	0.981434245
ST_LT2	Nonactin 1 rep 1	3	0.999790171
ST_LT2	Nonactin 2 rep 1	3	0.99874932
ST_LT2	Nonactin 3 rep 1	3	0.998275456
ST_LT2	Control 0 rep 25	3	0.998183565
ST_LT2	Control 0 rep 26	3	0.999762503
ST_LT2	Control 0 rep 27	3	0.999130662
ST_LT2	Imipenem 1 rep 1	3	0.067797055
ST_LT2	Imipenem 2 rep 1	3	0.999814004
ST_LT2	Imipenem 3 rep 1	3	0.995580039
ST_LT2	Bleomycin 1 rep 1	3	0.917504746
ST_LT2	Bleomycin 2 rep 1	3	0.99321229
ST_LT2	Bleomycin 3 rep 1	3	0.997554439
ST_LT2	Linezolid 1 rep 1	3	0.994530998
ST_LT2	Linezolid 2 rep 1	3	0.997298436
ST_LT2	Linezolid 3 rep 1	3	0.999796023
ST_LT2	Doxorubicin 1 rep 1	3	0.99684043
ST_LT2	Doxorubicin 2 rep 1	3	0.99609458
ST_LT2	Doxorubicin 3 rep 1	3	0.999165574
ST_LT2	Daptomycin 1 rep 1	3	0.99996509
ST_LT2	Daptomycin 2 rep 1	3	0.995844382
ST_LT2	Daptomycin 3 rep 1	3	0.982704156
ST_LT2	Control 0 rep 28	3	0.990840611
ST_LT2	Control 0 rep 29	3	0.999841598
ST_LT2	Control 0 rep 30	3	0.999793411
ST_LT2	Cerulenin 1 rep 1	3	0.999107701
ST_LT2	Cerulenin 2 rep 1	3	0.999504638
ST_LT2	Cerulenin 3 rep 1	3	0.999298133
ST_LT2	Tigecycline 1 rep 1	3	0.991652218
ST_LT2	Tigecycline 2 rep 1	3	0.999912778
ST_LT2	Tigecycline 3 rep 1	3	0.996544196
ST_LT2	Mitomycin C 1 rep 1	3	0.387106193
ST_LT2	Mitomycin C 2 rep 1	3	0.591919908
ST_LT2	Mitomycin C 3 rep 1	3	0.674687338
ST_LT2	Caffeine 1 rep 1	3	0.977237114
ST_LT2	Caffeine 2 rep 1	3	0.993483022
ST_LT2	Caffeine 3 rep 1	3	0.997948428
ST_LT2	Reserpine 1 rep 1	3	0.880868795
ST_LT2	Reserpine 2 rep 1	3	0.95941446
ST_LT2	Reserpine 3 rep 1	3	0.975272902
ST_LT2	Control 0 rep 31	3	0.996371515
ST_LT2	Control 0 rep 32	3	0.994070327
ST_LT2	Control 0 rep 33	3	0.997658942
ST_LT2	Azithromycin 1 rep 1	3	0.340767645
ST_LT2	Azithromycin 2 rep 1	3	0.692477444
ST_LT2	Azithromycin 3 rep 1	3	0.826526904
ST_LT2	Curcumin 1 rep 1	3	0.999218806
ST_LT2	Curcumin 2 rep 1	3	0.994157884
ST_LT2	Curcumin 3 rep 1	3	0.998598034
ST_LT2	Berberine 1 rep 1	3	0.901645193
ST_LT2	Berberine 2 rep 1	3	0.994194769
ST_LT2	Berberine 3 rep 1	3	0.996124519
ST_LT2	Diclofenac 1 rep 1	3	0.97245121
ST_LT2	Diclofenac 2 rep 1	3	0.998435797
ST_LT2	Diclofenac 3 rep 1	3	0.995163423
ST_LT2	Acetylsalisylic acid 1 rep 1	3	0.669760625
ST_LT2	Acetylsalisylic acid 2 rep 1	3	0.995401133
ST_LT2	Acetylsalisylic acid 3 rep 1	3	0.990592907
ST_LT2	Control 0 rep 34	3	0.997121518
ST_LT2	Control 0 rep 35	3	0.989601236
ST_LT2	Control 0 rep 36	3	0.999964279
ST_LT2	Colistin 1 rep 1	3	0.998424542
ST_LT2	Colistin 2 rep 1	3	0.996453227
ST_LT2	Colistin 3 rep 1	3	0.99042062
ST_LT2	Phenformin 1 rep 1	3	0.995834209
ST_LT2	Phenformin 2 rep 1	3	0.997162581
ST_LT2	Phenformin 3 rep 1	3	0.997056097
ST_LT2	Ciclopirox 1 rep 1	3	0.296564919
ST_LT2	Ciclopirox 2 rep 1	3	0.995616224
ST_LT2	Ciclopirox 3 rep 1	3	0.99948291
ST_LT2	Triclosan 1 rep 1	3	0.97704229
ST_LT2	Triclosan 2 rep 1	3	0.998891454
ST_LT2	Triclosan 3 rep 1	3	0.99972043
ST_LT2	CHIR-90 1 rep 1	3	0
ST_LT2	CHIR-90 2 rep 1	3	0.891880791
ST_LT2	CHIR-90 3 rep 1	3	0.998797938
ST_LT2	Control 0 rep 37	3	0.998692874
ST_LT2	Control 0 rep 38	3	0.994534563
ST_LT2	Control 0 rep 39	3	0.996628815
ST_LT2	Metformin 1 rep 1	3	0.667303359
ST_LT2	Metformin 2 rep 1	3	0.848624989
ST_LT2	Metformin 3 rep 1	3	0.998559351
ST_LT2	Tigecycline 4 rep 1	3	0.986020579
ST_LT2	Tigecycline 5 rep 1	3	0.995539491
ST_LT2	Tigecycline 6 rep 1	3	0.996567768
ST_LT2	Phleomycin 1 rep 1	3	0
ST_LT2	Phleomycin 2 rep 1	3	0.284088054
ST_LT2	Phleomycin 3 rep 1	3	0.812120811
ST_LT2	CCCP 5 rep 1	3	0.606969393
ST_LT2	CCCP 6 rep 1	3	0.83320454
ST_LT2	Meropenem 1 rep 1	3	0.167985245
ST_LT2	Meropenem 2 rep 1	3	0
ST_LT2	Meropenem 3 rep 1	3	0.802902717
ST_LT2	Control 0 rep 40	3	0.999403715
ST_LT2	Control 0 rep 41	3	0.993317239
ST_LT2	Control 0 rep 42	3	0.998997186
ST_LT2	Gentamicin 1 rep 1	3	0
ST_LT2	Gentamicin 2 rep 1	3	0.125801201
ST_LT2	Gentamicin 3 rep 1	3	0.918020641
ST_LT2	Moxifloxacin 1 rep 1	3	0.642706102
ST_LT2	Moxifloxacin 2 rep 1	3	0.956614555
ST_LT2	Moxifloxacin 3 rep 1	3	0.929902113
ST_LT2	Streptozotocin 1 rep 1	3	0.551043722
ST_LT2	Streptozotocin 2 rep 1	3	0.709555976
ST_LT2	Streptozotocin 3 rep 1	3	0.910613114
ST_LT2	Doxorubicin 4 rep 1	3	0.988285351
ST_LT2	Doxorubicin 5 rep 1	3	0.997873778
ST_LT2	Doxorubicin 6 rep 1	3	0.98595385
ST_LT2	Novobiocin 4 rep 1	3	0.953200862
ST_LT2	Novobiocin 5 rep 1	3	0.997947357
ST_LT2	Novobiocin 6 rep 1	3	0.992375411
ST_LT2	Control 0 rep 43	3	0.996518077
ST_LT2	Control 0 rep 44	3	0.992609085
ST_LT2	Control 0 rep 45	3	0.998417974
ST_14028	Mecillinam 1 rep 1	3	0
ST_14028	Mecillinam 2 rep 1	3	0.578777767
ST_14028	Mecillinam 3 rep 1	3	0.997226485
ST_14028	A22 1 rep 1	3	0.658356994
ST_14028	A22 2 rep 1	3	1
ST_14028	A22 3 rep 1	3	1
ST_14028	Minocycline 1 rep 1	3	0.832163546
ST_14028	Minocycline 2 rep 1	3	0.990295932
ST_14028	Minocycline 3 rep 1	3	0.998092929
ST_14028	Loperamide 1 rep 1	3	1
ST_14028	Loperamide 2 rep 1	3	0.959853231
ST_14028	Loperamide 3 rep 1	3	1
ST_14028	Amikacin 1 rep 2	3	1
ST_14028	Amikacin 2 rep 2	3	1
ST_14028	Amikacin 3 rep 2	3	1
ST_14028	Control 0 rep 28	3	1
ST_14028	Control 0 rep 29	3	1
ST_14028	Control 0 rep 30	3	1
ST_14028	Nisin 1 rep 1	3	1
ST_14028	Nisin 2 rep 1	3	1
ST_14028	Nisin 3 rep 1	3	1
ST_14028	Puromycin 1 rep 1	3	0.833160398
ST_14028	Puromycin 2 rep 1	3	0.962789273
