bug	combination	CompleteConcRange	AntagConcRange	SynConcRange	AntagPot	SynPot
Ecoli_BW	Amoxicillin_Tobramycin	0.045995400459954	0.304469553044696	0.0147985201479852	30	45
Ecoli_BW	Amoxicillin_Teicoplanin	0.892010798920108	0.325667433256674	0.891510848915108	21	54
Ecoli_BW	Amoxicillin_Chlorhexidine	0.952004799520048	0.381561843815618	0.894410558944106	36	54
Ecoli_BW	Amoxicillin_Metronidazole	0.743125687431257	0.946305369463054	0.743825617438256	21	54
Ecoli_BW	Amoxicillin_Nisin	0.431756824317568	0.468653134686531	0.442255774422558	21	54
Ecoli_BW	Amoxicillin_EGCG	0.771422857714229	0.984101589841016	0.76952304769523	22	54
Ecoli_BW	Amoxicillin_Rifampicin	0.990700929907009	0.998500149985001	0.976602339766023	36	50
Ecoli_BW	Amoxicillin_Aztreonam	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	46	36
Ecoli_BW	Amoxicillin_Penicillin G	0.114888511148885	0.426757324267573	0.118888111188881	23	54
Ecoli_BW	Amoxicillin_Theophylline	0.947805219478052	0.647435256474353	0.946305369463054	18	48
Ecoli_BW	Amoxicillin_Clofazimine	0.582741725827417	0.399360063993601	0.578742125787421	21	54
Ecoli_BW	Amoxicillin_Clarithromycin	0.801819818018198	0.756124387561244	0.801519848015198	52	54
Ecoli_BW	Amoxicillin_Caffeine	0.0010998900109989	9.99900009999e-05	0.0011998800119988	22	54
Ecoli_BW	Amoxicillin_Reserpine	0.434256574342566	0.075992400759924	0.438356164383562	21	54
Ecoli_BW	Amoxicillin_Puromycin	0.0862913708629137	0.0165983401659834	0.0843915608439156	34	54
Ecoli_BW	Amoxicillin_Pyocyanin	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	51	50
Ecoli_BW	Amoxicillin_Pseudomonic acid	0.376062393760624	0.613238676132387	0.382461753824618	31	54
Ecoli_BW	Amoxicillin_Nonactin	0.156784321567843	0.436356364363564	0.167183281671833	21	54
Ecoli_BW	Amoxicillin_Imipenem	0.061993800619938	0.0077992200779922	0.0812918708129187	40	52
Ecoli_BW	Amoxicillin_Bleomycin	0.0593940605939406	0.13958604139586	0.0586941305869413	40	54
Ecoli_BW	Amoxicillin_Linezolid	0.603939606039396	0.731026897310269	0.615338466153385	21	54
Ecoli_BW	Amoxicillin_Doxorubicin	0.958004199580042	0.831216878312169	0.961403859614039	22	54
Ecoli_BW	Amoxicillin_Daptomycin	0.202479752024798	0.274872512748725	0.197780221977802	22	54
Ecoli_BW	Amoxicillin_Cerulenin	0.940905909409059	0.988401159884012	0.941705829417058	21	54
Ecoli_BW	Amoxicillin_Tigecycline	0.95970402959704	0.943005699430057	0.957204279572043	27	72
Ecoli_BW	Amoxicillin_Mitomycin C	0.61013898610139	0.705829417058294	0.61003899610039	45	54
Ecoli_BW	Amoxicillin_Meropenem	0.207979202079792	0.207979202079792	0.0692930706929307	18	11
Ecoli_BW	Amoxicillin_Colistin	0.826817318268173	0.586441355864414	0.827117288271173	8	18
Ecoli_BW	Amoxicillin_Metformin	0.0052994700529947	0.0027997200279972	0.0050994900509949	13	18
Ecoli_BW	Amoxicillin_Phenformin	0.396360363963604	0.953004699530047	0.388361163883612	7	18
Ecoli_BW	Amoxicillin_Azithromycin	0.207979202079792	0.323367663233677	0.1996800319968	16	18
Ecoli_BW	Amoxicillin_Curcumin	0.0873912608739126	0.0214978502149785	0.0838916108389161	8	18
Ecoli_BW	Amoxicillin_Berberine	0.153784621537846	0.0772922707729227	0.15028497150285	12	18
Ecoli_BW	Amoxicillin_Diclofenac	0.135886411358864	0.0586941305869413	0.143285671432857	7	18
Ecoli_BW	Amoxicillin_Acetylsalisylic acid	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	19	33
Ecoli_BW	Amoxicillin_Ciclopirox	0.315268473152685	0.0218978102189781	0.453054694530547	10	17
Ecoli_BW	Amoxicillin_Triclosan	0.374362563743626	0.07999200079992	0.362063793620638	6	18
Ecoli_BW	Amoxicillin_CHIR-90	0.795520447955204	0.791920807919208	0.988101189881012	18	6
Ecoli_BW	Amoxicillin_Phleomycin	0.971102889711029	0.96970302969703	0.953104689531047	18	12
Ecoli_BW	Amoxicillin_Moxifloxacin	0.97010298970103	0.894710528947105	0.768623137686231	11	10
Ecoli_BW	Amoxicillin_Gentamicin	0.962703729627037	0.997200279972003	0.255674432556744	12	10
Ecoli_BW	Amoxicillin_Streptozotocin	0.944105589441056	0.976502349765023	0.944105589441056	7	15
Ecoli_BW	Chloramphenicol_Ciprofloxacin	0.0443955604439556	0.139086091390861	0.0133986601339866	24	24
Ecoli_BW	Chloramphenicol_Cycloserine D	0.923707629237076	0.716828317168283	0.923607639236076	14	36
Ecoli_BW	Chloramphenicol_Doxycycline	0.26967303269673	0.0844915508449155	0.271972802719728	24	36
Ecoli_BW	Chloramphenicol_Spectinomycin	0.984001599840016	0.985501449855015	0.982401759824018	17	33
Ecoli_BW	Chloramphenicol_Fosfomycin	0.608139186081392	0.221377862213779	0.599040095990401	25	33
Ecoli_BW	Chloramphenicol_Oxacillin	0.874512548745126	0.962503749625037	0.868413158684132	21	54
Ecoli_BW	Chloramphenicol_Novobiocin	0.942705729427057	0.34026597340266	0.946105389461054	16	36
Ecoli_BW	Chloramphenicol_Bacitracin	0.740625937406259	0.839316068393161	0.744625537446255	13	35
Ecoli_BW	Chloramphenicol_Polymyxin B	0.126787321267873	0.129287071292871	0.228677132286771	16	34
Ecoli_BW	Chloramphenicol_Fusidic acid	9.99900009999e-05	0.0048995100489951	9.99900009999e-05	18	36
Ecoli_BW	Chloramphenicol_Amikacin	0.847215278472153	0.568943105689431	0.87951204879512	32	42
Ecoli_BW	Chloramphenicol_Cefotaxime	0.925607439256074	0.795520447955204	0.926607339266073	28	54
Ecoli_BW	Chloramphenicol_PMS	0.0178982101789821	0.0014998500149985	0.0196980301969803	17	33
Ecoli_BW	Chloramphenicol_Benzalkonium	0.376462353764624	0.733326667333267	0.26997300269973	28	36
Ecoli_BW	Chloramphenicol_Cefaclor	0.351264873512649	0.985301469853015	0.34026597340266	26	48
Ecoli_BW	Chloramphenicol_Cefsulodin	0.979502049795021	0.915308469153085	0.979002099790021	26	48
Ecoli_BW	Chloramphenicol_Clindamycin	0.920707929207079	0.92040795920408	0.920607939206079	12	36
Ecoli_BW	Chloramphenicol_Spiramycin	0.937106289371063	0.855214478552145	0.938906109389061	12	36
Ecoli_BW	Chloramphenicol_Erythromycin	0.65033496650335	0.196780321967803	0.654634536546345	20	36
Ecoli_BW	Chloramphenicol_Trimethoprim	0.0956904309569043	0.174082591740826	0.0963903609639036	28	36
Ecoli_BW	Chloramphenicol_Sulfamonomethoxine	0.879412058794121	0.866513348665134	0.874512548745126	12	36
Ecoli_BW	Chloramphenicol_Paraquat	0.953804619538046	0.556744325567443	0.95040495950405	13	36
Ecoli_BW	Chloramphenicol_Procaine	0.0801919808019198	0.0231976802319768	0.0817918208179182	36	54
Ecoli_BW	Chloramphenicol_Vanillin	0.0188981101889811	0.0370962903709629	0.0190980901909809	12	36
Ecoli_BW	Chloramphenicol_Verapamil	0.0063993600639936	0.0496950304969503	0.0088991100889911	12	36
Ecoli_BW	Chloramphenicol_Levofloxacin	0.924907509249075	0.92980701929807	0.975502449755025	36	6
Ecoli_BW	Chloramphenicol_Piperacillin	0.582941705829417	0.931906809319068	0.582841715828417	18	36
Ecoli_BW	Chloramphenicol_Nitrofurantoin	0.895810418958104	0.60993900609939	0.886111388861114	18	36
Ecoli_BW	Chloramphenicol_CCCP	0.553444655534447	0.63973602639736	0.525947405259474	38	53
Ecoli_BW	Chloramphenicol_Cephalexin	0.821417858214179	0.92950704929507	0.826617338266173	12	36
Ecoli_BW	Chloramphenicol_Mecillinam	0.0018998100189981	0.0007999200079992	0.134086591340866	43	39
Ecoli_BW	Chloramphenicol_A22	0.0002999700029997	0.0004999500049995	0.0008999100089991	48	43
Ecoli_BW	Chloramphenicol_Loperamide	0.288371162883712	0.566543345665433	0.282371762823718	29	54
Ecoli_BW	Chloramphenicol_Minocycline	0.794520547945205	0.959004099590041	0.789021097890211	27	54
Ecoli_BW	Chloramphenicol_Tobramycin	0.921207879212079	0.596640335966403	0.957304269573043	22	30
Ecoli_BW	Chloramphenicol_Teicoplanin	0.757324267573243	0.924807519248075	0.763623637636236	15	36
Ecoli_BW	Chloramphenicol_Chlorhexidine	0.938106189381062	0.986401359864014	0.160983901609839	33	36
Ecoli_BW	Chloramphenicol_Metronidazole	0.881011898810119	0.827417258274173	0.887111288871113	15	36
Ecoli_BW	Chloramphenicol_Nisin	0.197280271972803	0.302669733026697	0.195880411958804	15	36
Ecoli_BW	Chloramphenicol_EGCG	0.0432956704329567	0.513748625137486	0.0464953504649535	13	34
Ecoli_BW	Chloramphenicol_Rifampicin	0.0001999800019998	0.0001999800019998	9.99900009999e-05	29	36
Ecoli_BW	Chloramphenicol_Aztreonam	0.662833716628337	0.790720927907209	0.595040495950405	28	24
Ecoli_BW	Chloramphenicol_Penicillin G	0.755624437556244	0.633336666333367	0.758324167583242	15	36
Ecoli_BW	Chloramphenicol_Theophylline	0.663533646635336	0.914808519148085	0.64993500649935	12	30
Ecoli_BW	Chloramphenicol_Clofazimine	0.918608139186081	0.906209379062094	0.919208079192081	15	36
Ecoli_BW	Chloramphenicol_Clarithromycin	0.752624737526247	0.747525247475253	0.754724527547245	36	36
Ecoli_BW	Chloramphenicol_Caffeine	0.287671232876712	0.416958304169583	0.282671732826717	15	36
Ecoli_BW	Chloramphenicol_Reserpine	0.973902609739026	0.926007399260074	0.977802219778022	15	36
Ecoli_BW	Chloramphenicol_Puromycin	0.937406259374063	0.847315268473153	0.938406159384062	22	36
Ecoli_BW	Chloramphenicol_Pyocyanin	0.0001999800019998	0.0004999500049995	9.99900009999e-05	33	35
Ecoli_BW	Chloramphenicol_Pseudomonic acid	0.64023597640236	0.315568443155684	0.647135286471353	21	36
Ecoli_BW	Chloramphenicol_Nonactin	0.847915208479152	0.702229777022298	0.846715328467153	15	36
Ecoli_BW	Chloramphenicol_Imipenem	0.0002999700029997	0.0011998800119988	0.0006999300069993	30	35
Ecoli_BW	Chloramphenicol_Bleomycin	0.62953704629537	0.730526947305269	0.624737526247375	26	36
Ecoli_BW	Chloramphenicol_Linezolid	0.92010798920108	0.907209279072093	0.915708429157084	15	36
Ecoli_BW	Chloramphenicol_Doxorubicin	0.904609539046095	0.923907609239076	0.895910408959104	15	36
Ecoli_BW	Chloramphenicol_Daptomycin	0.320767923207679	0.1998800119988	0.325367463253675	15	36
Ecoli_BW	Chloramphenicol_Cerulenin	0.0003999600039996	0.003999600039996	0.0004999500049995	15	36
Ecoli_BW	Chloramphenicol_Tigecycline	0.794520547945205	0.95020497950205	0.796520347965203	24	54
Ecoli_BW	Chloramphenicol_Mitomycin C	0.500849915008499	0.298170182981702	0.493350664933507	28	36
Ecoli_BW	Chloramphenicol_Meropenem	0.412158784121588	0.403159684031597	0.36026397360264	18	12
Ecoli_BW	Chloramphenicol_Colistin	0.931706829317068	0.643535646435356	0.937006299370063	12	18
Ecoli_BW	Chloramphenicol_Metformin	0.0002999700029997	0.0005999400059994	0.0008999100089991	16	18
Ecoli_BW	Chloramphenicol_Phenformin	0.802219778022198	0.918308169183082	0.804219578042196	9	18
Ecoli_BW	Chloramphenicol_Azithromycin	0.733626637336266	0.735326467353265	0.733926607339266	18	18
Ecoli_BW	Chloramphenicol_Curcumin	0.0963903609639036	0.310868913108689	0.0916908309169083	10	18
Ecoli_BW	Chloramphenicol_Berberine	0.0490950904909509	0.0523947605239476	0.0484951504849515	13	18
Ecoli_BW	Chloramphenicol_Diclofenac	0.912108789121088	0.867313268673133	0.915008499150085	9	18
Ecoli_BW	Chloramphenicol_Acetylsalisylic acid	0.847715228477152	0.832216778322168	0.842315768423158	23	36
Ecoli_BW	Chloramphenicol_Ciclopirox	0.994000599940006	0.997900209979002	0.992900709929007	12	17
Ecoli_BW	Chloramphenicol_Triclosan	0.141385861413859	0.346565343465653	0.145085491450855	9	18
Ecoli_BW	Chloramphenicol_CHIR-90	0.877512248775122	0.877012298770123	0.0035996400359964	18	6
Ecoli_BW	Chloramphenicol_Phleomycin	0.0241975802419758	0.022997700229977	0.192080791920808	18	12
Ecoli_BW	Chloramphenicol_Moxifloxacin	0.947105289471053	0.0306969303069693	0.995300469953005	13	12
Ecoli_BW	Chloramphenicol_Gentamicin	0.161383861613839	0.387661233876612	0.371762823717628	13	12
Ecoli_BW	Chloramphenicol_Streptozotocin	0.75972402759724	0.64993500649935	0.770622937706229	10	18
Ecoli_BW	Ciprofloxacin_Cycloserine D	0.982001799820018	0.732126787321268	0.999500049995001	19	24
Ecoli_BW	Ciprofloxacin_Doxycycline	0.0290970902909709	0.0076992300769923	0.907509249075092	26	22
Ecoli_BW	Ciprofloxacin_Spectinomycin	0.164583541645835	0.0038996100389961	0.878212178782122	19	21
Ecoli_BW	Ciprofloxacin_Fosfomycin	0.0001999800019998	0.0005999400059994	0.0126987301269873	27	20
Ecoli_BW	Ciprofloxacin_Oxacillin	0.906009399060094	0.512848715128487	0.955504449555045	27	39
Ecoli_BW	Ciprofloxacin_Novobiocin	0.797520247975202	0.957404259574043	0.786821317868213	20	24
Ecoli_BW	Ciprofloxacin_Bacitracin	9.99900009999e-05	0.335666433356664	9.99900009999e-05	16	24
Ecoli_BW	Ciprofloxacin_Polymyxin B	0.974202579742026	0.887811218878112	0.988801119888011	20	22
Ecoli_BW	Ciprofloxacin_Fusidic acid	0.766423357664234	0.234976502349765	0.691130886911309	21	24
Ecoli_BW	Ciprofloxacin_Amikacin	0.0117988201179882	0.44985501449855	0.0001999800019998	38	30
Ecoli_BW	Ciprofloxacin_Cefotaxime	0.593140685931407	0.535346465353465	0.374462553744626	34	39
Ecoli_BW	Ciprofloxacin_PMS	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	19	22
Ecoli_BW	Ciprofloxacin_Benzalkonium	0.0018998100189981	0.0913908609139086	0.0026997300269973	30	26
Ecoli_BW	Ciprofloxacin_Cefaclor	0.0597940205979402	0.849315068493151	0.00999900009999	30	34
Ecoli_BW	Ciprofloxacin_Cefsulodin	0.238876112388761	0.376762323767623	0.230976902309769	30	35
Ecoli_BW	Ciprofloxacin_Clindamycin	0.805219478052195	0.8996100389961	0.834816518348165	18	24
Ecoli_BW	Ciprofloxacin_Spiramycin	0.772222777722228	0.810918908109189	0.686731326867313	18	24
Ecoli_BW	Ciprofloxacin_Erythromycin	0.256774322567743	0.870912908709129	0.0891910808919108	22	24
Ecoli_BW	Ciprofloxacin_Trimethoprim	0.995900409959004	0.906209379062094	0.275572442755724	30	24
Ecoli_BW	Ciprofloxacin_Sulfamonomethoxine	0.934806519348065	0.851914808519148	0.968203179682032	18	24
Ecoli_BW	Ciprofloxacin_Paraquat	0.206179382061794	0.0004999500049995	0.824517548245176	19	24
Ecoli_BW	Ciprofloxacin_Procaine	0.0003999600039996	0.000999900009999	0.0021997800219978	38	38
Ecoli_BW	Ciprofloxacin_Vanillin	9.99900009999e-05	9.99900009999e-05	0.0016998300169983	18	24
Ecoli_BW	Ciprofloxacin_Verapamil	0.73042695730427	0.658334166583342	0.686231376862314	18	24
Ecoli_BW	Ciprofloxacin_Levofloxacin	0.822217778222178	0.826317368263174	0.140685931406859	36	4
Ecoli_BW	Ciprofloxacin_Piperacillin	0.0178982101789821	0.0548945105489451	0.0062993700629937	23	30
Ecoli_BW	Ciprofloxacin_Nitrofurantoin	0.929007099290071	0.496450354964504	0.936106389361064	24	30
Ecoli_BW	Ciprofloxacin_CCCP	0.345165483451655	0.396560343965603	0.310568943105689	42	42
Ecoli_BW	Ciprofloxacin_Cephalexin	0.818018198180182	0.917908209179082	0.804119588041196	18	30
Ecoli_BW	Ciprofloxacin_Mecillinam	0.188381161883812	0.369163083691631	0.292870712928707	45	32
Ecoli_BW	Ciprofloxacin_A22	0.0171982801719828	0.0212978702129787	0.0390960903909609	51	36
Ecoli_BW	Ciprofloxacin_Loperamide	0.836916308369163	0.902309769023098	0.601039896010399	34	45
Ecoli_BW	Ciprofloxacin_Minocycline	0.0002999700029997	0.0004999500049995	0.0004999500049995	33	45
Ecoli_BW	Ciprofloxacin_Tobramycin	0.842415758424158	0.967703229677032	0.597240275972403	28	23
Ecoli_BW	Ciprofloxacin_Teicoplanin	0.973602639736026	0.981701829817018	0.974202579742026	22	27
Ecoli_BW	Ciprofloxacin_Chlorhexidine	0.0237976202379762	0.0062993700629937	0.862013798620138	41	27
Ecoli_BW	Ciprofloxacin_Metronidazole	0.751424857514249	0.449055094490551	0.9005099490051	21	27
Ecoli_BW	Ciprofloxacin_Nisin	0.195880411958804	0.486451354864514	0.283471652834717	23	27
Ecoli_BW	Ciprofloxacin_EGCG	0.217278272172783	0.0541945805419458	0.421857814218578	20	27
Ecoli_BW	Ciprofloxacin_Rifampicin	0.0133986601339866	0.0014998500149985	0.327667233276672	30	25
Ecoli_BW	Ciprofloxacin_Aztreonam	0.986301369863014	0.972402759724028	0.996100389961004	29	17
Ecoli_BW	Ciprofloxacin_Penicillin G	0.97000299970003	0.95960403959604	0.896510348965104	21	27
Ecoli_BW	Ciprofloxacin_Theophylline	0.488851114888511	0.931606839316068	0.196880311968803	18	22
Ecoli_BW	Ciprofloxacin_Clofazimine	0.556444355564444	0.359064093590641	0.76982301769823	21	27
Ecoli_BW	Ciprofloxacin_Clarithromycin	0.266273372662734	0.276672332766723	0.574142585741426	36	24
Ecoli_BW	Ciprofloxacin_Caffeine	0.0277972202779722	0.0010998900109989	0.0522947705229477	21	27
Ecoli_BW	Ciprofloxacin_Reserpine	0.957704229577042	0.955704429557044	0.921307869213079	21	27
Ecoli_BW	Ciprofloxacin_Puromycin	0.848815118488151	0.862313768623138	0.965103489651035	27	27
Ecoli_BW	Ciprofloxacin_Pyocyanin	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	34	24
Ecoli_BW	Ciprofloxacin_Pseudomonic acid	0.0208979102089791	0.0227977202279772	0.0443955604439556	25	27
Ecoli_BW	Ciprofloxacin_Nonactin	0.513848615138486	0.587041295870413	0.699430056994301	21	27
Ecoli_BW	Ciprofloxacin_Imipenem	0.314268573142686	0.461053894610539	0.399160083991601	33	26
Ecoli_BW	Ciprofloxacin_Bleomycin	0.026997300269973	0.0826917308269173	0.122587741225877	30	25
Ecoli_BW	Ciprofloxacin_Linezolid	0.263573642635736	0.586041395860414	0.46045395460454	21	27
Ecoli_BW	Ciprofloxacin_Doxorubicin	0.957104289571043	0.965803419658034	0.963703629637036	23	27
Ecoli_BW	Ciprofloxacin_Daptomycin	0.0753924607539246	0.277772222777722	0.150684931506849	21	27
Ecoli_BW	Ciprofloxacin_Cerulenin	0.303669633036696	0.741025897410259	0.524247575242476	21	27
Ecoli_BW	Ciprofloxacin_Tigecycline	0.831316868313169	0.878612138786121	0.584541545845416	24	39
Ecoli_BW	Ciprofloxacin_Mitomycin C	0.227577242275772	0.155784421557844	0.12998700129987	31	27
Ecoli_BW	Ciprofloxacin_Meropenem	0.754824517548245	0.75002499750025	0.0963903609639036	15	8
Ecoli_BW	Ciprofloxacin_Colistin	0.0438956104389561	0.0101989801019898	0.420957904209579	6	12
Ecoli_BW	Ciprofloxacin_Metformin	0.481351864813519	0.735926407359264	0.406759324067593	11	12
Ecoli_BW	Ciprofloxacin_Phenformin	0.954104589541046	NA	0.935106489351065	3	12
Ecoli_BW	Ciprofloxacin_Azithromycin	0.647835216478352	0.646835316468353	0.76962303769623	15	12
Ecoli_BW	Ciprofloxacin_Curcumin	0.0530946905309469	0.0114988501149885	0.410558944105589	6	12
Ecoli_BW	Ciprofloxacin_Berberine	0.715428457154285	0.878112188781122	0.908109189081092	10	12
Ecoli_BW	Ciprofloxacin_Diclofenac	0.686931306869313	NA	0.897010298970103	3	12
Ecoli_BW	Ciprofloxacin_Acetylsalisylic acid	0.708829117088291	0.41965803419658	0.971702829717028	18	27
Ecoli_BW	Ciprofloxacin_Ciclopirox	0.325567443255674	0.191780821917808	0.521547845215478	7	12
Ecoli_BW	Ciprofloxacin_Triclosan	0.586241375862414	NA	0.826317368263174	3	12
Ecoli_BW	Ciprofloxacin_CHIR-90	0.621737826217378	0.617738226177382	0.348465153484652	15	4
Ecoli_BW	Ciprofloxacin_Phleomycin	0.743225677432257	0.741625837416258	0.149285071492851	15	8
Ecoli_BW	Ciprofloxacin_Moxifloxacin	0.993200679932007	1	0.0032996700329967	14	10
Ecoli_BW	Ciprofloxacin_Gentamicin	0.994900509949005	0.908609139086091	0.525347465253475	14	10
Ecoli_BW	Ciprofloxacin_Streptozotocin	0.0468953104689531	0.283971602839716	0.017998200179982	11	15
Ecoli_BW	Cycloserine D_Doxycycline	0.543145685431457	0.912808719128087	0.548445155484452	20	36
Ecoli_BW	Cycloserine D_Spectinomycin	0.857714228577142	0.989201079892011	0.859314068593141	12	33
Ecoli_BW	Cycloserine D_Fosfomycin	0.990800919908009	0.98990100989901	0.991500849915009	22	33
Ecoli_BW	Cycloserine D_Oxacillin	0.65983401659834	NA	0.654034596540346	3	54
Ecoli_BW	Cycloserine D_Novobiocin	0.457654234576542	0.0270972902709729	0.459054094590541	9	36
Ecoli_BW	Cycloserine D_Bacitracin	0.925407459254075	0.924207579242076	0.928807119288071	5	34
Ecoli_BW	Cycloserine D_Polymyxin B	0.833316668333167	0.999600039996	0.835016498350165	9	36
Ecoli_BW	Cycloserine D_Fusidic acid	0.367563243675632	0.385061493850615	0.366263373662634	12	36
Ecoli_BW	Cycloserine D_Amikacin	0.573742625737426	0.0075992400759924	0.867013298670133	20	42
Ecoli_BW	Cycloserine D_Cefotaxime	0.0257974202579742	0.603739626037396	0.0264973502649735	15	54
Ecoli_BW	Cycloserine D_PMS	0.944205579442056	0.702129787021298	0.946005399460054	12	33
Ecoli_BW	Cycloserine D_Benzalkonium	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	19	36
Ecoli_BW	Cycloserine D_Cefaclor	0.0242975702429757	0.931606839316068	0.0271972802719728	14	48
Ecoli_BW	Cycloserine D_Cefsulodin	0.0060993900609939	0.0270972902709729	0.0061993800619938	11	48
Ecoli_BW	Cycloserine D_Clindamycin	0.976702329767023	NA	0.976102389761024	3	36
Ecoli_BW	Cycloserine D_Spiramycin	0.655734426557344	NA	0.654934506549345	3	36
Ecoli_BW	Cycloserine D_Erythromycin	0.0510948905109489	0.0034996500349965	0.0448955104489551	15	36
Ecoli_BW	Cycloserine D_Trimethoprim	0.819218078192181	0.922007799220078	0.824017598240176	25	36
Ecoli_BW	Cycloserine D_Sulfamonomethoxine	0.67013298670133	NA	0.676832316768323	3	36
Ecoli_BW	Cycloserine D_Paraquat	0.543345665433457	0.638736126387361	0.547045295470453	4	36
Ecoli_BW	Cycloserine D_Procaine	0.0002999700029997	9.99900009999e-05	0.0001999800019998	27	54
Ecoli_BW	Cycloserine D_Vanillin	0.948305169483052	NA	0.948705129487051	3	36
Ecoli_BW	Cycloserine D_Verapamil	0.94040595940406	NA	0.945005499450055	3	36
Ecoli_BW	Cycloserine D_Levofloxacin	0.854714528547145	0.851314868513149	1	36	6
Ecoli_BW	Cycloserine D_Piperacillin	0.0061993800619938	0.705729427057294	0.0064993500649935	9	36
Ecoli_BW	Cycloserine D_Nitrofurantoin	0.946705329467053	0.698230176982302	0.942105789421058	8	36
Ecoli_BW	Cycloserine D_CCCP	0.717028297170283	0.909309069093091	0.712728727127287	30	54
Ecoli_BW	Cycloserine D_Cephalexin	0.61013898610139	NA	0.612438756124388	0	36
Ecoli_BW	Cycloserine D_Mecillinam	0.836216378362164	0.978802119788021	0.882811718828117	36	42
Ecoli_BW	Cycloserine D_A22	0.535546445355464	0.566043395660434	0.633336666333367	43	45
Ecoli_BW	Cycloserine D_Loperamide	0.873512648735126	0.984501549845015	0.872112788721128	12	54
