Bug	Array Drug	Batch 1	Batch 2	Batch 3	Batch 4	Batch 5	Batch 6	Batch 7	Batch 8
Ecoli_iAi1	Cefaclor 1 rep 2	0.548039072	0.741946635	NA	0.81135807	0.586355953	NA	NA	NA
Ecoli_iAi1	Cefaclor 2 	0.907601205	0.924151488	NA	1.004298592	0.955681014	NA	NA	NA
Ecoli_iAi1	Cefaclor 2 rep 2	0.923366085	0.885782839	NA	0.857992026	0.855065522	NA	NA	NA
Ecoli_iAi1	Cefaclor 3 	0.981020581	0.992827542	NA	1.001980817	0.979678282	NA	NA	NA
Ecoli_iAi1	Cefaclor 3 rep 2	0.935092988	0.875162411	NA	0.888326445	0.924791301	NA	NA	NA
Ecoli_iAi1	Cefotaxime 1 	0.39257974	0.4876357	NA	0.557175501	0.61960756	NA	NA	NA
Ecoli_iAi1	Cefotaxime 1 rep 2	0.523637237	0.633556536	NA	0.698142093	0.7311838	NA	NA	NA
Ecoli_iAi1	Cefotaxime 2 	0.819213899	0.874178244	NA	0.84925817	0.858971902	NA	NA	NA
Ecoli_iAi1	Cefotaxime 2 rep 2	0.852143372	0.861353265	NA	0.836272325	0.889564676	NA	NA	NA
Ecoli_iAi1	Cefotaxime 3 	0.858798659	0.933244111	NA	0.905763137	0.890502734	NA	NA	NA
Ecoli_iAi1	Cefotaxime 3 rep 2	0.898295686	0.893653331	NA	0.892328471	0.932863377	NA	NA	NA
Ecoli_iAi1	Cefsulodin 1 	0.855193473	0.927404343	NA	0.967200961	0.947071475	NA	NA	NA
Ecoli_iAi1	Cefsulodin 1 rep 2	0.882841026	0.925792534	NA	0.865430114	0.914877704	NA	NA	NA
Ecoli_iAi1	Cefsulodin 2 	0.939495118	0.898363232	NA	0.961112292	0.952755007	NA	NA	NA
Ecoli_iAi1	Cefsulodin 2 rep 2	0.96577366	0.91871123	NA	0.921384897	0.939147901	NA	NA	NA
Ecoli_iAi1	Cefsulodin 3 	0.96321505	0.932038836	NA	0.964464552	0.933587976	NA	NA	NA
Ecoli_iAi1	Cefsulodin 3 rep 2	0.961108995	0.933002754	NA	0.925391795	0.937067318	NA	NA	NA
Ecoli_iAi1	Cephalexin 1 	0.921322023	0.925645999	NA	0.941902068	0.988437695	NA	NA	NA
Ecoli_iAi1	Cephalexin 1 rep 2	0.980042316	0.98202285	NA	0.977625365	0.963660043	NA	NA	NA
Ecoli_iAi1	Cephalexin 2 	0.928355595	0.895260439	NA	0.934988927	0.974827825	NA	NA	NA
Ecoli_iAi1	Cephalexin 2 rep 2	0.964877299	0.919743162	NA	0.933965457	0.93637564	NA	NA	NA
Ecoli_iAi1	Cephalexin 3 	0.906119138	0.91175456	NA	0.902464382	0.900260747	NA	NA	NA
Ecoli_iAi1	Cephalexin 3 rep 2	0.907018159	0.878079996	NA	0.889230795	0.896871017	NA	NA	NA
Ecoli_iAi1	Cerulenin 1 	0.856843556	0.90862641	NA	0.948960641	0.853629722	NA	NA	NA
Ecoli_iAi1	Cerulenin 1 rep 2	0.8265163	0.812989248	NA	0.910945619	0.848091635	NA	NA	NA
Ecoli_iAi1	Cerulenin 2 	0.91930871	0.930558513	NA	0.950910644	0.915115475	NA	NA	NA
Ecoli_iAi1	Cerulenin 2 rep 2	0.883339656	0.899822253	NA	0.926220804	0.877926045	NA	NA	NA
Ecoli_iAi1	Cerulenin 3 	0.945179605	0.913420482	NA	0.943015358	0.905406254	NA	NA	NA
Ecoli_iAi1	Cerulenin 3 rep 2	0.920660757	0.901305125	NA	0.910649284	0.897048037	NA	NA	NA
Ecoli_iAi1	Chloramphenicol 1 	0	0.356901242	NA	0.219601946	0.122139615	NA	NA	NA
Ecoli_iAi1	Chloramphenicol 1 rep 2	0	0.36393922	NA	0.422867395	0.142731084	NA	NA	NA
Ecoli_iAi1	Chloramphenicol 2 	0.569817799	0.69691001	NA	0.771969289	0.69430579	NA	NA	NA
Ecoli_iAi1	Chloramphenicol 2 rep 2	0.533482666	0.706483974	NA	0.673213661	0.615081104	NA	NA	NA
Ecoli_iAi1	Chloramphenicol 3 	0.865153109	0.89318002	NA	0.899343484	0.920655421	NA	NA	NA
Ecoli_iAi1	Chloramphenicol 3 rep 2	0.812128908	0.828609016	NA	0.812768939	0.7552637	NA	NA	NA
Ecoli_iAi1	Chlorhexidine 1 	1.013679123	0.987904022	NA	0.993257334	1.020648852	NA	NA	NA
Ecoli_iAi1	Chlorhexidine 1 rep 2	1.018649175	1.018908694	NA	1.042492982	0.97698163	NA	NA	NA
Ecoli_iAi1	Chlorhexidine 2 	1.008580115	0.918978958	NA	0.942329565	0.953378284	NA	NA	NA
Ecoli_iAi1	Chlorhexidine 2 rep 2	0.997010651	0.940417592	NA	1.011184346	0.934950264	NA	NA	NA
Ecoli_iAi1	Chlorhexidine 3 	1.038120862	0.942144023	NA	0.965960042	0.972581569	NA	NA	NA
Ecoli_iAi1	Chlorhexidine 3 rep 2	0.991971038	0.958151826	NA	1.00822494	0.954780326	NA	NA	NA
Ecoli_iAi1	Ciprofloxacin 1 	0	0.509537508	NA	0.228640672	NA	NA	NA	NA
Ecoli_iAi1	Ciprofloxacin 1 rep 2	0	0.528874557	NA	NA	0.660180275	NA	NA	NA
Ecoli_iAi1	Ciprofloxacin 2 	0.813693539	0.866554157	NA	0.847943012	0.890928256	NA	NA	NA
Ecoli_iAi1	Ciprofloxacin 2 rep 2	0.901401056	0.856920842	NA	0.802748074	0.888064309	NA	NA	NA
Ecoli_iAi1	Ciprofloxacin 3 	0.900402866	0.941790731	NA	0.89709069	0.951038929	NA	NA	NA
Ecoli_iAi1	Ciprofloxacin 3 rep 2	0.954163925	0.895598868	NA	0.921685385	0.961091081	NA	NA	NA
Ecoli_iAi1	Clarithromycin 1 	0.573732061	0.708742272	NA	0.683325815	0.942884058	NA	NA	NA
Ecoli_iAi1	Clarithromycin 1 rep 2	0.575480474	0.701202742	NA	0.715453178	0.658394515	NA	NA	NA
Ecoli_iAi1	Clarithromycin 2 	0.729694999	0.820482742	NA	0.84356685	0.833266605	NA	NA	NA
Ecoli_iAi1	Clarithromycin 2 rep 2	0.700290995	0.785667249	NA	0.833383424	0.758821761	NA	NA	NA
Ecoli_iAi1	Clarithromycin 3 	0.793044824	0.891357737	NA	0.874825766	0.829445316	NA	NA	NA
Ecoli_iAi1	Clarithromycin 3 rep 2	0.762301765	0.771515657	NA	0.827051716	0.795614776	NA	NA	NA
Ecoli_iAi1	Clindamycin 1 	0.805412475	0.763904393	NA	0.771591443	0.793037454	NA	NA	NA
Ecoli_iAi1	Clindamycin 1 rep 2	0.850426924	0.800973477	NA	0.808460342	0.820559153	NA	NA	NA
Ecoli_iAi1	Clindamycin 2 	0.888559667	0.866525721	NA	0.848082414	0.869143053	NA	NA	NA
Ecoli_iAi1	Clindamycin 2 rep 2	0.898506766	0.90608741	NA	0.886543178	0.874364324	NA	NA	NA
Ecoli_iAi1	Clindamycin 3 	0.899443333	0.880347369	NA	0.884085662	0.889636725	NA	NA	NA
Ecoli_iAi1	Clindamycin 3 rep 2	0.952693314	0.936555684	NA	0.922529492	0.905279102	NA	NA	NA
Ecoli_iAi1	Clofazimine 1 	0.938391564	0.935714885	NA	0.924349045	0.896018494	NA	NA	NA
Ecoli_iAi1	Clofazimine 1 rep 2	0.965900445	0.922998256	NA	0.930336313	0.925217313	NA	NA	NA
Ecoli_iAi1	Clofazimine 2 	0.938812912	0.937898284	NA	0.939225728	0.91445553	NA	NA	NA
Ecoli_iAi1	Clofazimine 2 rep 2	0.947328171	0.93264304	NA	0.944863597	0.942550391	NA	NA	NA
Ecoli_iAi1	Clofazimine 3 	0.948448068	0.973485563	NA	0.945048785	0.92523963	NA	NA	NA
Ecoli_iAi1	Clofazimine 3 rep 2	0.969926501	0.949460758	NA	0.957170244	0.964897044	NA	NA	NA
Ecoli_iAi1	Cycloserine D 1 	1.013658185	0.952629122	NA	1.0381871	1.051665145	NA	NA	NA
Ecoli_iAi1	Cycloserine D 1 rep 2	0.66817286	0.88351397	NA	0.894112172	0.898179925	NA	NA	NA
Ecoli_iAi1	Cycloserine D 2 	0.940999674	0.915968942	NA	0.995819849	0.99195351	NA	NA	NA
Ecoli_iAi1	Cycloserine D 2 rep 2	0.917455854	0.887278695	NA	0.896595134	0.930830546	NA	NA	NA
Ecoli_iAi1	Cycloserine D 3 	0.971495578	0.945670619	NA	0.961184948	0.984051727	NA	NA	NA
Ecoli_iAi1	Cycloserine D 3 rep 2	0.938846215	0.890411315	NA	0.904739194	0.923927716	NA	NA	NA
Ecoli_iAi1	Daptomycin 1 	0.915720189	0.946036521	NA	0.935849108	0.937144922	NA	NA	NA
Ecoli_iAi1	Daptomycin 1 rep 2	1.027071143	0.932019007	NA	0.962669962	0.986432532	NA	NA	NA
Ecoli_iAi1	Daptomycin 2 	0.893141746	0.915159218	NA	0.925097082	0.940508956	NA	NA	NA
Ecoli_iAi1	Daptomycin 2 rep 2	0.986700812	0.940585108	NA	0.934966704	0.987851657	NA	NA	NA
Ecoli_iAi1	Daptomycin 3 	0.913712469	0.932599171	NA	0.927607798	0.940881784	NA	NA	NA
Ecoli_iAi1	Daptomycin 3 rep 2	0.979628494	0.917063797	NA	0.922766493	0.962721326	NA	NA	NA
Ecoli_iAi1	Doxorubicin 1 	0.913260113	0.860484301	NA	0.862320255	0.886139035	NA	NA	NA
Ecoli_iAi1	Doxorubicin 1 rep 2	0.964572551	0.979363144	NA	0.946192809	0.936693572	NA	NA	NA
Ecoli_iAi1	Doxorubicin 2 	0.883509617	0.872518115	NA	0.861821718	0.859251215	NA	NA	NA
Ecoli_iAi1	Doxorubicin 2 rep 2	0.931930768	0.967997799	NA	0.944914735	0.92274425	NA	NA	NA
Ecoli_iAi1	Doxorubicin 3 	0.868224824	0.876863506	NA	0.875368134	0.861388367	NA	NA	NA
Ecoli_iAi1	Doxorubicin 3 rep 2	0.96642957	0.963917561	NA	0.949456889	0.899431612	NA	NA	NA
Ecoli_iAi1	Doxycycline 1 	0	NA	NA	NA	0.357092024	NA	NA	NA
Ecoli_iAi1	Doxycycline 1 rep 2	0	NA	NA	0.177201646	0.143915453	NA	NA	NA
Ecoli_iAi1	Doxycycline 2 	0.501682306	0.63314763	NA	0.637246776	0.695568706	NA	NA	NA
Ecoli_iAi1	Doxycycline 2 rep 2	0.406866572	0.510319156	NA	0.618491038	0.643412854	NA	NA	NA
Ecoli_iAi1	Doxycycline 3 	0.56195331	0.776750002	NA	0.787933245	0.801662786	NA	NA	NA
Ecoli_iAi1	Doxycycline 3 rep 2	0.625580145	0.630098493	NA	0.768042431	0.801409081	NA	NA	NA
Ecoli_iAi1	EGCG 1 	0.827340797	0.760312913	NA	0.811344407	0.75834553	NA	NA	NA
Ecoli_iAi1	EGCG 1 rep 2	0.820755631	0.774561243	NA	0.824041267	0.775392456	NA	NA	NA
Ecoli_iAi1	EGCG 2 	0.863454624	0.842897404	NA	0.889515588	0.821118451	NA	NA	NA
Ecoli_iAi1	EGCG 2 rep 2	0.886880637	0.816623358	NA	0.884012673	0.820275578	NA	NA	NA
Ecoli_iAi1	EGCG 3 	0.894819882	0.868530567	NA	0.926140503	0.905210241	NA	NA	NA
Ecoli_iAi1	EGCG 3 rep 2	0.957318569	0.890894384	NA	0.919056559	0.908077988	NA	NA	NA
Ecoli_iAi1	Erythromycin 1 	0.681199848	0.668118559	NA	0.718493874	0.671290936	NA	NA	NA
Ecoli_iAi1	Erythromycin 1 rep 2	0.668160267	0.661199088	NA	0.704132979	0.6481415	NA	NA	NA
Ecoli_iAi1	Erythromycin 2 	0.760939523	0.747998442	NA	0.811166713	0.788080242	NA	NA	NA
Ecoli_iAi1	Erythromycin 2 rep 2	0.768381892	0.775033372	NA	0.815359529	0.771593774	NA	NA	NA
Ecoli_iAi1	Erythromycin 3 	0.825774413	0.83516176	NA	0.856389902	0.827260717	NA	NA	NA
Ecoli_iAi1	Erythromycin 3 rep 2	0.86033366	0.8651044	NA	0.873634869	0.836929495	NA	NA	NA
Ecoli_iAi1	Fosfomycin 1 	0.487457224	0.626223492	NA	0.487825494	0.585663945	NA	NA	NA
Ecoli_iAi1	Fosfomycin 1 rep 2	0.508042819	0.670576831	NA	0.580975823	0.716432172	NA	NA	NA
Ecoli_iAi1	Fosfomycin 2 	0.569610276	0.799629053	NA	0.633228678	0.745125027	NA	NA	NA
Ecoli_iAi1	Fosfomycin 2 rep 2	0.729894287	0.869527973	NA	0.77366064	0.796548361	NA	NA	NA
Ecoli_iAi1	Fosfomycin 3 	0.81233625	0.859399367	NA	0.780236204	0.876785397	NA	NA	NA
Ecoli_iAi1	Fosfomycin 3 rep 2	0.837302177	0.919219146	NA	0.865229712	0.885198943	NA	NA	NA
Ecoli_iAi1	Fusidic acid 1 	0.427699215	0.555053154	NA	NA	0.560442407	NA	NA	NA
Ecoli_iAi1	Fusidic acid 1 rep 2	0.568349767	0.779703491	NA	0.751059141	0.634490829	NA	NA	NA
Ecoli_iAi1	Fusidic acid 2 	0.777485874	0.876116326	NA	0.826319169	0.789583786	NA	NA	NA
Ecoli_iAi1	Fusidic acid 2 rep 2	0.885245369	0.960188801	NA	0.933553157	0.896693024	NA	NA	NA
Ecoli_iAi1	Fusidic acid 3 	0.839024999	0.91432242	NA	0.875590102	0.869297885	NA	NA	NA
Ecoli_iAi1	Fusidic acid 3 rep 2	0.925882351	1.006598087	NA	0.985859012	0.967665983	NA	NA	NA
Ecoli_iAi1	Imipenem 1 	NA	0.91297995	NA	0.882766627	NA	NA	NA	NA
Ecoli_iAi1	Imipenem 1 rep 2	0.618990414	1.018514974	NA	0.914987818	NA	NA	NA	NA
Ecoli_iAi1	Imipenem 2 	0.828467913	0.878510035	NA	0.890748305	0.785545066	NA	NA	NA
Ecoli_iAi1	Imipenem 2 rep 2	1.005272246	0.967298071	NA	0.998558909	0.888795702	NA	NA	NA
Ecoli_iAi1	Imipenem 3 	0.866529193	0.885534796	NA	0.873692686	0.842129784	NA	NA	NA
Ecoli_iAi1	Imipenem 3 rep 2	1.002234261	0.973070282	NA	0.964050771	0.933311815	NA	NA	NA
Ecoli_iAi1	LB 	0.283502314	1.060434365	NA	1.009254656	1.148995815	NA	NA	NA
Ecoli_iAi1	LB rep 2	0.281146783	1.072793528	NA	0.952990865	1.088223251	NA	NA	NA
Ecoli_iAi1	LB rep 3	0.305518988	1.014670749	NA	0.992479592	1.087027387	NA	NA	NA
Ecoli_iAi1	Levofloxacin 1 	0	0	NA	0	0	NA	NA	NA
Ecoli_iAi1	Levofloxacin 1 rep 2	0	0	NA	0.113268015	NA	NA	NA	NA
Ecoli_iAi1	Levofloxacin 2 	0	0.625961917	NA	0.773284653	0.795080334	NA	NA	NA
Ecoli_iAi1	Levofloxacin 2 rep 2	0	0.571839273	NA	0.76877972	0.76795033	NA	NA	NA
Ecoli_iAi1	Levofloxacin 3 	0.729496703	0.943860067	NA	0.894803435	0.899524119	NA	NA	NA
Ecoli_iAi1	Levofloxacin 3 rep 2	0.66329406	0.774177028	NA	0.877731411	0.889632548	NA	NA	NA
Ecoli_iAi1	SingleDrug rep 4	0.8041285	0.987599012	NA	0.983980562	1.012512897	NA	NA	NA
Ecoli_iAi1	SingleDrug rep 5	0.683283175	0.946694963	NA	0.943483596	0.936118063	NA	NA	NA
Ecoli_iAi1	SingleDrug rep 6	1.108265975	0.990284586	NA	0.989775203	1.012266833	NA	NA	NA
Ecoli_iAi1	SingleDrug rep 7	0.962067562	0.913973115	NA	0.933238705	0.94805255	NA	NA	NA
Ecoli_iAi1	SingleDrug rep 8	1.272350976	0.949109309	NA	0.98388469	0.993048072	NA	NA	NA
Ecoli_iAi1	SingleDrug rep 9	1.000565895	0.92919624	NA	0.928602988	0.933651084	NA	NA	NA
Ecoli_iAi1	Linezolid 1 	1.015097205	0.974386825	NA	0.9939589	1.023788691	NA	NA	NA
Ecoli_iAi1	Linezolid 1 rep 2	0.924550664	0.925230982	NA	0.933852825	0.898151722	NA	NA	NA
Ecoli_iAi1	Linezolid 2 	0.958991166	0.907435172	NA	0.959568022	0.917871655	NA	NA	NA
Ecoli_iAi1	Linezolid 2 rep 2	0.937488016	0.928678144	NA	0.925657526	0.927605519	NA	NA	NA
Ecoli_iAi1	Linezolid 3 	0.938638845	0.954640433	NA	0.944235151	0.909830514	NA	NA	NA
Ecoli_iAi1	Linezolid 3 rep 2	0.942428237	0.876742279	NA	0.930781507	0.891563236	NA	NA	NA
Ecoli_iAi1	Loperamide 1 	0.71054793	0.734635476	NA	0.841015074	0.663477205	NA	NA	NA
Ecoli_iAi1	Loperamide 1 rep 2	0.759563896	0.770774672	NA	0.890709854	0.760550709	NA	NA	NA
Ecoli_iAi1	Loperamide 2 	0.871835986	0.812733488	NA	0.926154049	0.864441751	NA	NA	NA
Ecoli_iAi1	Loperamide 2 rep 2	0.888658121	0.848206216	NA	0.922813129	0.876402856	NA	NA	NA
Ecoli_iAi1	Loperamide 3 	0.938769878	0.895418104	NA	0.966179692	0.961384953	NA	NA	NA
Ecoli_iAi1	Loperamide 3 rep 2	1.030066348	1.023219436	NA	1.022419492	0.997878048	NA	NA	NA
Ecoli_iAi1	Mecillinam 1 	0	0	NA	0	0	NA	NA	NA
Ecoli_iAi1	Mecillinam 1 rep 2	0	0	NA	0	0	NA	NA	NA
Ecoli_iAi1	Mecillinam 2 	0.908641149	0.749070338	NA	0	0	NA	NA	NA
Ecoli_iAi1	Mecillinam 2 rep 2	0	0.66608612	NA	0	0	NA	NA	NA
Ecoli_iAi1	Mecillinam 3 	NA	0.796339396	NA	0.465482734	0.632522186	NA	NA	NA
Ecoli_iAi1	Mecillinam 3 rep 2	0.432373778	0.926815744	NA	0.599514711	0.638180653	NA	NA	NA
Ecoli_iAi1	Metronidazole 1 	0.917282057	0.886347227	NA	0.893401747	0.882261144	NA	NA	NA
Ecoli_iAi1	Metronidazole 1 rep 2	0.94796951	0.893603023	NA	0.913773135	0.910598371	NA	NA	NA
Ecoli_iAi1	Metronidazole 2 	0.903179784	0.878155507	NA	0.883809864	0.861627463	NA	NA	NA
Ecoli_iAi1	Metronidazole 2 rep 2	0.928818858	0.911223433	NA	0.914379878	0.90339475	NA	NA	NA
Ecoli_iAi1	Metronidazole 3 	0.891300692	0.911699416	NA	0.889359492	0.868063055	NA	NA	NA
Ecoli_iAi1	Metronidazole 3 rep 2	0.992774363	0.953878557	NA	0.926861344	0.931306788	NA	NA	NA
Ecoli_iAi1	Minocycline 1 	0.748633297	0.683148686	NA	0.660265678	0.795453486	NA	NA	NA
Ecoli_iAi1	Minocycline 1 rep 2	0.784819361	0.78330602	NA	0.761856442	0.903370962	NA	NA	NA
Ecoli_iAi1	Minocycline 2 	0.886981605	0.934642559	NA	0.86660126	0.942863734	NA	NA	NA
Ecoli_iAi1	Minocycline 2 rep 2	0.932652253	0.927764523	NA	0.934265327	0.914365641	NA	NA	NA
Ecoli_iAi1	Minocycline 3 	0.929841108	0.884458925	NA	0.882254091	0.900914034	NA	NA	NA
Ecoli_iAi1	Minocycline 3 rep 2	0.918067192	0.979109257	NA	0.935184995	0.935643148	NA	NA	NA
Ecoli_iAi1	Mitomycin C 1 	0.170623126	0	NA	0.231356807	0.20093644	NA	NA	NA
Ecoli_iAi1	Mitomycin C 1 rep 2	0	0	NA	0.223002311	0.213621193	NA	NA	NA
Ecoli_iAi1	Mitomycin C 2 	0.295863365	0.395260884	NA	0.418116833	0.485180166	NA	NA	NA
Ecoli_iAi1	Mitomycin C 2 rep 2	0.203422039	0.284592083	NA	0.306791021	0.346712614	NA	NA	NA
Ecoli_iAi1	Mitomycin C 3 	0.530998778	0.522699455	NA	0.558878149	0.667224853	NA	NA	NA
Ecoli_iAi1	Mitomycin C 3 rep 2	0.385046849	0.478009574	NA	0.528082544	0.621585904	NA	NA	NA
Ecoli_iAi1	Nisin 1 	0.993034104	0.924921915	NA	0.919801257	0.919718587	NA	NA	NA
Ecoli_iAi1	Nisin 1 rep 2	0.995863486	0.969478892	NA	0.951707683	0.948955286	NA	NA	NA
Ecoli_iAi1	Nisin 2 	0.974969403	0.921386476	NA	0.930741674	0.915079642	NA	NA	NA
Ecoli_iAi1	Nisin 2 rep 2	1.00562775	1.004804828	NA	0.988836037	0.967904466	NA	NA	NA
Ecoli_iAi1	Nisin 3 	0.966449863	0.94103142	NA	0.932266732	0.931854886	NA	NA	NA
Ecoli_iAi1	Nisin 3 rep 2	1.055419109	1.041653608	NA	1.003684542	1.01133898	NA	NA	NA
Ecoli_iAi1	Nitrofurantoin 1 	0.403317179	0.80497034	NA	0.680859296	NA	NA	NA	NA
Ecoli_iAi1	Nitrofurantoin 1 rep 2	0.848499604	0.891218784	NA	0.648587281	0.686767017	NA	NA	NA
Ecoli_iAi1	Nitrofurantoin 2 	0.756740549	0.848336359	NA	0.874910154	0.745894062	NA	NA	NA
Ecoli_iAi1	Nitrofurantoin 2 rep 2	0.845765696	0.887164771	NA	0.873813365	0.858357881	NA	NA	NA
Ecoli_iAi1	Nitrofurantoin 3 	0.8238452	0.886008268	NA	0.88648852	0.840559523	NA	NA	NA
Ecoli_iAi1	Nitrofurantoin 3 rep 2	0.915081843	0.936194073	NA	0.935244465	0.937743262	NA	NA	NA
Ecoli_iAi1	Nonactin 1 	1.083783401	1.004947329	NA	1.024711265	1.06648539	NA	NA	NA
