"drug_pair","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","ppx_5","ppx_15","ppx_25","ppx_35","ppx_45","ppx_55","ppx_65","ppx_75","ppx_85","ppx_95","ppx_105","ppx_115","ppx_125","ppx_135","ppx_145","ppx_155","ppx_165","ppx_175","ppx_185","ppx_195","ppx_205","ppx_215","ppx_225","ppx_235","ppx_245","ppx_255","ppx_265","ppx_275","ppx_285","ppx_295","ppx_305","ppx_315","ppx_325","ppx_335","ppx_345","ppx_355","ppx_365","ppx_375","ppx_385","ppx_395","ppx_405","ppx_415","ppx_425","ppx_435","ppx_445","ppx_455","ppx_465","ppx_475","ppx_485","ppx_495","ppx_505","ppx_515","ppx_525","ppx_535","ppx_545","ppx_555","ppx_565","ppx_575","ppx_585","ppx_595","ppx_605","ppx_615","ppx_625","ppx_635","ppx_645","ppx_655","ppx_665","ppx_675","ppx_685","ppx_695","ppx_705","ppx_715","ppx_725","ppx_735","ppx_745","ppx_755","ppx_765","ppx_775","ppx_785","ppx_795","ppx_805","ppx_815","ppx_825","ppx_835","ppx_845","ppx_855","ppx_865","ppx_875","ppx_885","ppx_895","ppx_905","ppx_915","ppx_925","ppx_935","ppx_945","ppx_955","ppx_965","ppx_975","ppx_985","ppx_995","ppx_1005","ppx_1015","ppx_1025","ppx_1035","ppx_1045","ppx_1055","ppx_1065","ppx_1075","ppx_1085","ppx_1095","ppx_1105","ppx_1115","ppx_1125","ppx_1135","ppx_1145","ppx_1155","ppx_1165","ppx_1175","ppx_1185","ppx_1195","ppx_1205","ppx_1215","ppx_1225","ppx_1235","ppx_1245","ppx_1255","ppx_1265","ppx_1275","ppx_1285","ppx_1295","ppx_1305","ppx_1315","ppx_1325","ppx_1335","ppx_1345","ppx_1355","ppx_1365","ppx_1375","ppx_1385","ppx_1395","ppx_1405","ppx_1415","ppx_1425","ppx_1435","ppx_1445","ppx_1455","ppx_1465","ppx_1475","ppx_1485","ppx_1495","ppx_1505","ppx_1515","ppx_1525","ppx_1535","ppx_1545","ppx_1555","ppx_1565","ppx_1575","ppx_1585","ppx_1595","ppx_1605","ppx_1615","ppx_1625","ppx_1635","ppx_1645","ppx_1655","ppx_1665","ppx_1675","ppx_1685","ppx_1695","ppx_1705","ppx_1715","ppx_1725","ppx_1735","ppx_1745","ppx_1755","ppx_1765","ppx_1775","ppx_1785","ppx_1795","ppx_1805","ppx_1815","ppx_1825","ppx_1835","ppx_1845","ppx_1855","ppx_1865","ppx_1875","ppx_1885","ppx_1895","ppx_1905","ppx_1915","ppx_1925","ppx_1935","ppx_1945","ppx_1955","ppx_1965","ppx_1975","ppx_1985","ppx_1995","ppx_2005","ppx_2015","ppx_2025","ppx_2035","ppx_2045","ppx_2055","ppx_2065","ppx_2075","ppx_2085","ppx_2095","ppx_2105","ppx_2115","ppx_2125","ppx_2135","ppx_2145","ppx_2155","ppx_2165","ppx_2175","ppx_2185","ppx_2195","ppx_2205","ppx_2215","ppx_2225","ppx_2235","ppx_2245","ppx_2255","ppx_2265","ppx_2275","ppx_2285","ppx_2295","ppx_2305","ppx_2315","ppx_2325","ppx_2335","ppx_2345","ppx_2355","ppx_2365","ppx_2375","ppx_2385","ppx_2395","ppx_2405","ppx_2415","ppx_2425","ppx_2435","ppx_2445","ppx_2455","ppx_2465","ppx_2475","ppx_2485","ppx_2495","ppx_2505"
"Bacitracin_Nitrofurantoin","Bacitracin","Nitrofurantoin","Bacitracin-Nitrofurantoin","BAC","NIT",0,"other cell wall","multiple","multiple-other cell wall",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.10468172,-0.103436538,-0.071169738,0.041372945,-0.052076086,-0.059004085,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","R","R","S","R","RS","RS","RR","RR","RS","RR",0,0,1,1,0,1,3,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,4,4,4,4,32,32,0.55,0.4,0.75,0.81,0.35,0.71,279,176,21,7,5,10,13,10,15,28,21,24,25,26,24,17,25,17,20,16,7,11,15,3,5,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,3,3,3,3,2,3,3,2,2,2,3,3,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_Bleomycin","Bacitracin","Bleomycin","Bacitracin-Bleomycin","BAC","BLM",0,"other cell wall","multiple","multiple-other cell wall",0,"cell wall","DNA","cell wall-DNA",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.065013817,-0.030903152,-0.036320339,-0.032198449,0.02664632,-0.027275172,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","R","R","R","RS","RS","RS","RR","RR","RR",0,0,0,1,1,1,3,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,41,6,69,53,61,60,54,9,45,6,30,8,7,6,4,5,5,4,5,4,5,4,3,4,3,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_Polymyxin B","Bacitracin","Polymyxin B","Bacitracin-Polymyxin B","BAC","PMB",0,"other cell wall","LPS","LPS-other cell wall",0,"cell wall","membrane","cell wall-membrane",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.14179322,-0.135335163,-0.394566789,-0.072928847,-0.284207659,-0.346250259,"Additivity","Additivity","Synergy","Additivity","Synergy","Synergy",0,0,-1,0,-1,-1,-3,"R","R","R","R","R","R","S","R","R","R","R","S","RS","RR","RR","RR","RR","RS",0,1,1,1,1,0,4,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.3,0.3,0.3,0.3,0.5,0.5,0.29,0.79,0.84,0.85,0.76,0.08,12,136,105,81,69,36,49,35,46,41,26,29,28,25,23,20,23,18,17,17,15,15,16,14,14,6,13,12,3,11,3,3,3,2,12,3,3,10,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_Chlorhexidine","Bacitracin","Chlorhexidine","Bacitracin-Chlorhexidine","BAC","CHG",0,"other cell wall","LPS","LPS-other cell wall",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","antiseptic","antibiotic-antiseptic",-0.028942879,-0.104717467,0.03183716,0.059680082,-0.159498448,-0.088264419,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"R","R","R","R","R","R","S","S","R","R","S","S","RS","RS","RR","RR","RS","RS",0,0,1,1,0,0,2,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,0.5,0.5,2,2,10,10,0,0.12,0.85,0.83,0,0,192,232,153,107,12,2,11,12,15,28,24,27,26,21,9,13,20,17,3,3,4,3,4,3,5,8,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,2,2,3,2,3,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_Benzalkonium","Bacitracin","Benzalkonium","Bacitracin-Benzalkonium","BAC","BZK",0,"other cell wall","other membrane","other cell wall-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","antiseptic","antibiotic-antiseptic",0.146457681,0.040200262,0.109034778,-0.066902053,-0.110873474,-0.030865395,"Antagonism","Additivity","Antagonism","Antagonism","Synergy","Additivity",1,0,1,1,-1,0,2,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,15,15,15,15,50,50,0,0,0.65,0.7,0,0,71,4,6,13,24,26,23,19,29,20,19,22,18,22,20,14,18,15,12,14,13,12,13,13,12,13,10,11,11,10,11,10,10,10,10,9,10,9,2,5,9,5,8,7,1,4,4,4,4,4,4,4,4,4,1,4,5,4,4,4,4,1,5,4,4,1,1,4,1,1,1,4,4,4,4,4,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,4,4,1,1,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_EGCG","Bacitracin","EGCG","Bacitracin-EGCG","BAC","EGCG",0,"other cell wall","fatty acid biosynthesis","fatty acid biosynthesis-other cell wall",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","food additive","antibiotic-food additive",0.045859831,0.071628892,0.076467145,0.054485409,-0.0848252,-0.062975235,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","S","R","RR","RR","RR","RR","RS","RR",1,1,1,1,0,1,5,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,20,20,20,20,23,23,0.8,0.76,0.88,0.8,0.46,0.7,189,195,24,16,7,6,4,6,4,5,6,4,4,5,5,2,8,6,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_Cerulenin","Bacitracin","Cerulenin","Bacitracin-Cerulenin","BAC","CER",0,"other cell wall","fatty acid biosynthesis","fatty acid biosynthesis-other cell wall",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.020216814,-0.023530927,-0.034937884,-0.074007676,0.041673119,0.04148745,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,10,10,10,10,10,10,0.8,0.81,0.8,0.84,0.89,0.86,34,15,8,15,18,11,7,9,10,12,10,12,12,12,8,7,5,4,5,4,5,4,3,6,3,4,5,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_Nisin","Bacitracin","Nisin","Bacitracin-Nisin","BAC","NSN",0,"other cell wall","PMF","other cell wall-PMF",0,"cell wall","PMF","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.040835028,0.016748306,0.030163427,-0.037077097,0.0293947,-0.039573265,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,103,106,78,75,60,59,32,34,32,31,25,25,24,23,22,19,22,19,16,20,16,16,17,16,16,15,14,13,6,7,12,12,11,2,11,3,6,3,3,9,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_Daptomycin","Bacitracin","Daptomycin","Bacitracin-Daptomycin","BAC","DAP",0,"other cell wall","PMF","other cell wall-PMF",0,"cell wall","PMF","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.055733282,0.046802896,0.050707951,0.032863727,0.025136924,0.020497017,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,126,11,17,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_CCCP","Bacitracin","CCCP","Bacitracin-CCCP","BAC","CCCP",0,"other cell wall","PMF","other cell wall-PMF",0,"cell wall","PMF","cell wall-PMF",0,"antibiotic","research used drug","antibiotic-research used drug",0.037283342,-0.034769712,-0.050895997,0.058667612,-0.038685255,-0.033972291,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85,122,71,48,38,40,40,35,45,44,39,28,31,30,27,27,22,24,22,7,18,9,9,14,15,6,12,7,7,10,6,5,9,8,7,8,5,5,7,8,6,7,7,6,1,1,6,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_Nonactin","Bacitracin","Nonactin","Bacitracin-Nonactin","BAC","NON",0,"other cell wall","PMF","other cell wall-PMF",0,"cell wall","PMF","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.050922412,-0.075845985,0.031495922,0.035384893,-0.034099716,-0.06574508,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,324,5,10,8,12,25,33,40,39,34,27,28,19,17,17,15,16,14,13,11,12,13,11,12,11,9,11,10,10,6,10,8,9,9,9,8,9,7,8,8,8,7,7,6,6,6,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_Paraquat","Bacitracin","Paraquat","Bacitracin-Paraquat","BAC","PQ",0,"other cell wall","oxidative stress","other cell wall-oxidative stress",0,"cell wall","oxidative stress","cell wall-oxidative stress",0,"antibiotic","research used drug","antibiotic-research used drug",-0.057590928,-0.095001525,0.040937652,-0.040421789,-0.03771215,0.033491825,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,48,10,40,26,19,18,20,20,19,16,16,13,10,14,6,11,13,9,10,8,3,7,7,10,7,8,6,6,6,7,7,6,5,5,5,3,6,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bacitracin_Fusidic acid","Bacitracin","Fusidic acid","Bacitracin-Fusidic acid","BAC","FUS",0,"other cell wall","other protein synthesis inhibitor","other cell wall-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07604584,-0.086280919,0.081343423,0.053922898,-0.044174341,-0.038243713,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","R","R","R","R","RS","RS","RR","RR","RR","RR",0,0,1,1,1,1,4,300,300,300,300,300,300,0.73,0.79,0.83,0.78,0.9,0.91,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,52,49,43,5,4,2,11,15,18,29,24,27,26,15,9,13,20,21,3,3,4,3,4,3,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
